,Year,Month,Activity,Type,Fatal
1092,1938,Mar,Canoe capsized by shark,Unprovoked,0
1093,1938,Mar,Wading,Unprovoked,0
1094,1938,May,Bathing,Unprovoked,1
1095,1938,May,Fishing,Unprovoked,1
1096,1938,May,"Swimming, naked",Unprovoked,0
1097,1938,Oct,Fishing,Provoked,0
1098,1938,Reported,Sponge diving,Unprovoked,1
1099,1938,Unknown,Body surfing,Unprovoked,0
1100,1938,Unknown,Diving,Unprovoked,0
1101,1938,Unknown,Fishing,Provoked,0
1102,1938,Unknown,Swimming,Unprovoked,0
1103,1938,before,Wooden fishing boat,Unprovoked,0
1104,1939,,Fishing,Unprovoked,0
1105,1939,&,Swimming,Unprovoked,1
1106,1939,Apr,Dived for a coin,Unprovoked,1
1107,1939,Aug,Fishing,Provoked,0
1108,1939,Dec,Swimming ,Unprovoked,1
1109,1939,Feb,Bathing/Swimming,Unprovoked,1
1110,1939,Feb,Fishing,Provoked,0
1111,1939,Jan,Scooping prawns,Unprovoked,0
1112,1939,Jul,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Provoked,0
1113,1939,Jul,Japanese freighter Bokuyo Maru burned & sank,Unprovoked,1
1114,1939,Jul,Seine netting,Provoked,0
1115,1939,Mar,Dived for a coin,Unprovoked,1
1116,1939,May,Washed off freighter Huncliff by a freak wave,Unprovoked,1
1117,1939,Nov,Fishing,Unprovoked,1
1118,1939,Oct,"Free diving for trochus shell, swimming to dinghy",Unprovoked,0
1119,1939,Oct,Spearfishing & had just speared a ulua,Unprovoked,0
1120,1939,Sep,Pearl diving,Unprovoked,0
1121,1939,Unknown,Bathing,Unprovoked,1
1122,1939,Unknown,Diving,Unprovoked,0
1123,1939,Unknown,Fishing,Unprovoked,0
1124,1939,Unknown,Swimming to anchored boat,Unprovoked,1
1125,1940,,Boating,Unprovoked,0
1126,1940,Dec,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,Provoked,0
1127,1940,Dec,Fishing,Unprovoked,0
1128,1940,Dec,Standing on sandbank,Unprovoked,1
1129,1940,Dec,Swimming,Unprovoked,1
1130,1940,Feb,Canoeing,Unprovoked,0
1131,1940,Feb,Swimming,Unprovoked,1
1132,1940,Feb,Wading,Unprovoked,1
1133,1940,Jan,Dived into the water,Unprovoked,0
1134,1940,Jan,Diving for trochus,Unprovoked,0
1135,1940,Jan,Swimming,Unprovoked,1
1136,1940,Jan,Swimming,Unprovoked,0
1137,1940,Jan,Swimming ,Unprovoked,1
1138,1940,Jul,Standing,Unprovoked,0
1139,1940,Jul,Standing ,Unprovoked,0
1140,1940,Jun,Fishing,Unprovoked,0
1141,1940,Mar,Free diving for lobster,Unprovoked,0
1142,1940,Mar,Treading water,Unprovoked,1
1143,1940,Sep,Bathing,Unprovoked,1
1144,1940,Unknown,male,Unprovoked,0
1145,1941,Aug,Fishing,Provoked,0
1146,1941,Aug,Swimming at edge of channel,Unprovoked,0
1147,1941,Dec,Swimming,Unprovoked,0
1148,1941,Dec,Torpedoed & burning British  light cruiser with a crew of 450 men,Unprovoked,1
1149,1941,Feb,Fishing,Provoked,0
1150,1941,Feb,Seine netting,Provoked,0
1151,1941,Jan,Adrift on raft after their ship was sunk by an Axis raider ,Unprovoked,1
1152,1941,Jan,Rescuing seaman after ship sunk by German raider,Unprovoked,0
1153,1941,Jul,Fishing,Provoked,0
1154,1941,Jul,Fishing for tuna,Unprovoked,0
1155,1941,Jun,"Ditched aircraft, 3 men in the water. Swam for 31 hours",Unprovoked,1
1156,1941,Jun,Fishing from 32' boat,Provoked,0
1157,1941,Mar,Fishing,Provoked,0
1158,1941,Mar,The troopship Britannia was sunk by the German raider Thor,Unprovoked,0
1159,1941,Nov,British cruiser Dunedin torpedoed & sunk by the U-124,Unprovoked,1
1160,1941,Nov,German raider Kormoran was sunk in an engagement with HMAS Sydney,Unprovoked,0
1161,1941,Nov,HMAS Parramatta torpedoed & sunk by the U-559,Unprovoked,0
1162,1941,Nov,HMAS Parramatta torpedoed & sunk by the U-559,Unprovoked,0
1163,1941,Sep,SS Ethel Skakel foundered in Central America Hurricane of 1941,Unprovoked,1
1164,1941,Unknown,Floating,Unprovoked,0
1165,1941,Unknown,Slipped off rocks and fell into the water,Unprovoked,1
1166,1941,Unknown,Standing,Unprovoked,1
1167,1942,Aug,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,Unprovoked,0
1168,1942,Dec,Dog paddling or standing,Unprovoked,1
1169,1942,Jan,Surf-skiing,Provoked,0
1170,1942,Jan,Swimming,Unprovoked,1
1171,1942,Jul,Sculling,Provoked,0
1172,1942,Jul,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,Unprovoked,1
1173,1942,Jun,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,Unprovoked,1
1174,1942,Jun,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,Unprovoked,0
1175,1942,Jun,"Plane crashed in water, men in life raft",Unprovoked,0
1176,1942,Mar,Esso Bolivar was torpedoed & shelled by the German submarine U-126,Unprovoked,1
1177,1942,May,Diving from lugger,Unprovoked,0
1178,1942,Nov,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",Unprovoked,0
1179,1942,Nov,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",Unprovoked,1
1180,1942,Nov,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,Unprovoked,1
1181,1942,Nov,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,Provoked,0
1182,1942,Nov,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",Unprovoked,1
1183,1942,Nov,Swimming,Unprovoked,0
1184,1942,Nov,Swimming ,Unprovoked,1
1185,1942,Nov,Thrown from destroyer when shell hit,Unprovoked,0
1186,1942,Nov,U-177 torpedoed & sank the troopship Nova Scotia,Unprovoked,1
1187,1942,Oct,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",Unprovoked,0
1188,1942,Sep,Adrift on life raft,Unprovoked,1
1189,1942,Sep,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,Unprovoked,0
1190,1942,Sep,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",Unprovoked,0
1191,1942,Sep,Treading water,Unprovoked,0
1192,1942,Summer,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",Unprovoked,1
1193,1942,Unknown,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,Unprovoked,1
1194,1942,Unknown,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",Unprovoked,0
1195,1942,Unknown,Ditched plane in the sea & were adrift on a rubber life raft. ,Unprovoked,0
1196,1942,Unknown,Jumped overboard from torpedoed Panamanian freighter,Unprovoked,1
1197,1942,Unknown,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",Unprovoked,0
1198,1942,Unknown,Swimming,Unprovoked,1
1199,1942,Unknown,Swimming,Unprovoked,1
1200,1942,Unknown,Swimming along side N.E.L. vessel Saluda,Unprovoked,0
1201,1942,Winter,Fishing for perch,Unprovoked,0
1202,1943,Aug,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,Unprovoked,0
1203,1943,Dec,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,Unprovoked,1
1204,1943,Dec,Treading water,Unprovoked,1
1205,1943,Fall,Spearfishing,Unprovoked,0
1206,1943,Jan,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,Unprovoked,1
1207,1943,Jul,Fishing for mackerel,Unprovoked,0
1208,1943,Jul,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,Unprovoked,1
1209,1943,Jun,Fishing for cod,Unprovoked,0
1210,1943,Mar,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",Unprovoked,1
1211,1943,Mar,Swimming,Unprovoked,1
1212,1943,Mar,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",Unprovoked,1
1213,1943,Mar,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,Unprovoked,1
1214,1943,May,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,Unprovoked,1
1215,1943,May,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",Unprovoked,0
1216,1943,May,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",Unprovoked,1
1217,1943,May,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,Unprovoked,0
1218,1943,Nov,Swimming with board,Unprovoked,0
1219,1943,Nov,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,Unprovoked,1
1220,1943,Sep,Dived overboard to check propeller of US Navy motor torpedo boat,Unprovoked,1
1221,1943,Summer,Swimming,Unprovoked,1
1222,1943,Unknown,Swimming,Unprovoked,0
1223,1943,Unknown,Swimming,Unprovoked,0
1224,1944,Aug,Swimming ,Unprovoked,1
1225,1944,Dec,Fishing for mackerel,Provoked,0
1226,1944,Dec,Swimming near life raft,Unprovoked,0
1227,1944,Feb,Bathing,Unprovoked,1
1228,1944,Feb,Treading water,Unprovoked,0
1229,1944,Jan,Body surfing,Unprovoked,1
1230,1944,Jan,Fishing,Unprovoked,0
1231,1944,Jan,Surfing,Unprovoked,0
1232,1944,Jan,Swimming,Unprovoked,1
1233,1944,Mar,Standing,Unprovoked,1
1234,1944,Mar,Treading water,Unprovoked,0
1235,1944,Mar,Treading water,Unprovoked,0
1236,1944,May,Bathing,Unprovoked,0
1237,1944,May,Washed overboard by swell,Unprovoked,1
1238,1944,Nov,Adrift on raft,Unprovoked,1
1239,1944,Oct,Fishing,Unprovoked,0
1240,1944,Oct,Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine,Unprovoked,1
1241,1944,Oct,Parachuted into Pacific,Unprovoked,0
1242,1944,Oct,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",Unprovoked,1
1243,1944,Oct,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,Unprovoked,1
1244,1944,Oct,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,Unprovoked,1
1245,1944,Sep,Fell overboard from US Navy PC boat,Unprovoked,1
1246,1944,Sep,Swimming,Unprovoked,0
1247,1944,Unknown,B-24 aircraft crashed  into the sea,Unprovoked,1
1248,1944,Unknown,Fell overboard from USS Ward,Unprovoked,1
1249,1945,1943,Floating on his back,Unprovoked,0
1250,1945,Feb,Swimming,Unprovoked,0
1251,1945,Jul,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",Unprovoked,1
1252,1945,Jul,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,Unprovoked,1
1253,1945,Jun,Swimming,Unprovoked,1
1254,1945,Mar,Walking,Unprovoked,0
1255,1945,May,Swimming,Unprovoked,1
1256,1945,Sep,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,Unprovoked,1
1257,1945,Sep,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,Unprovoked,0
1258,1945,Sep,Bathing,Unprovoked,1
1259,1945,Sep,Swimming,Unprovoked,0
1260,1945,Unknown,A group of survivors on a raft for 17-days,Unprovoked,1
1261,1945,Unknown,Bathing with her mother,Unprovoked,0
1262,1945,Unknown,Diving,Unprovoked,0
1263,1945,Unknown,"Playing on rock, slipped & fell into the water",Unprovoked,1
1264,1945,Unknown,"Standing, washing rear wheels of his ambulance in ankle-deep water",Unprovoked,1
1265,1945,Unknown,Swimming,Unprovoked,0
1266,1945,likely,Fishing in ankle-deep water,Unprovoked,1
1267,1946,Apr,Fishing,Unprovoked,0
1268,1946,Apr,Swimming,Unprovoked,1
1269,1946,Aug,Fishing,Unprovoked,0
1270,1946,Aug,Swimming after a tennis ball,Unprovoked,1
1271,1946,Dec,Swimming near jetty with 2' piece of wood,Unprovoked,0
1272,1946,Feb,Standing,Unprovoked,0
1273,1946,Feb,Swimming ,Unprovoked,0
1274,1946,Feb,Treading water,Unprovoked,0
1275,1946,Jan,Body surfing,Unprovoked,0
1276,1946,Jan,Jumping in swells,Unprovoked,0
1277,1946,Jan,Swimming,Unprovoked,0
1278,1946,Jan,Swimming,Unprovoked,1
1279,1946,Jan,Treading water,Unprovoked,0
1280,1946,Jul,"Fishing, probably with a net",Unprovoked,0
1281,1946,Jul,Swimming ,Unprovoked,0
1282,1946,Jun,Bathing,Unprovoked,0
1283,1946,Mar,Fishing,Unprovoked,0
1284,1946,May,Swimming ,Unprovoked,0
1285,1946,Nov,Pearl diving from lugger,Unprovoked,1
1286,1946,Oct,Fishing,Unprovoked,1
1287,1946,Oct,Swimming,Unprovoked,0
1288,1946,Unknown,Bitten after dhow shipwrecked,Unprovoked,0
1289,1947,Apr,Body surfing,Unprovoked,0
1290,1947,Apr,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",Provoked,0
1291,1947,Apr,Surfing,Unprovoked,0
1292,1947,Apr,Treading water,Unprovoked,0
1293,1947,Aug,Swimming,Unprovoked,1
1294,1947,Dec,Fishing,Unprovoked,0
1295,1947,Dec,Fishing / diving,Unprovoked,1
1296,1947,Feb,Attempting to ride a shark,Provoked,0
1297,1947,Feb,Bathing,Unprovoked,1
1298,1947,Feb,Fishing,Unprovoked,0
1299,1947,Jan,Rowing,Unprovoked,0
1300,1947,Jan,Treading water,Unprovoked,0
1301,1947,Jul,Diving,Unprovoked,0
1302,1947,Jul,Fishing,Provoked,0
1303,1947,Jul,Swimming,Unprovoked,0
1304,1947,Jun,Fishing,Unprovoked,0
1305,1947,Jun,Fishing,Unprovoked,0
1306,1947,Mar,Treading water,Unprovoked,0
1307,1947,Mar,Wading,Unprovoked,0
1308,1947,May,Swimming,Unprovoked,0
1309,1947,Nov,Fishing,Unprovoked,0
1310,1947,Nov,Fishing from surf ski,Unprovoked,0
1311,1947,Nov,Swimming,Unprovoked,1
1312,1947,Nov,Swimming,Unprovoked,0
1313,1947,Oct,Fishing in waist-deep water,Unprovoked,0
1314,1947,Oct,Swimming ,Unprovoked,1
1315,1948,Apr,"Bringing hooked, harpooned shark onboard boat",Provoked,0
1316,1948,Aug,Spearing a shark,Provoked,0
1317,1948,Aug,Swimming,Unprovoked,0
1318,1948,Dec,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didnÂt notice they were missing",Unprovoked,0
1319,1948,Dec,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,Unprovoked,1
1320,1948,Dec,Fishing,Unprovoked,0
1321,1948,Dec,Swimming,Unprovoked,1
1322,1948,Dec,"Treading water, waiting for a wave",Unprovoked,1
1323,1948,Feb,"C47 aircraft carrying 5,000 lbs of ice ditched in the sea",Unprovoked,1
1324,1948,Feb,Swimming,Unprovoked,1
1325,1948,Jan,Surf skiing,Unprovoked,0
1326,1948,Jul,Swimming,Unprovoked,1
1327,1948,Jun,Swimming,Unprovoked,0
1328,1948,Mar,Spearfishing,Provoked,0
1329,1948,May,"Fishing, shark caught in his net",Provoked,0
1330,1948,Nov,Pearl diving,Unprovoked,0
1331,1948,Sep,Bathing or washing,Unprovoked,1
1332,1948,Sep,Fishing,Unprovoked,0
1333,1948,Sep,Leicester abandoned in a hurricane,Unprovoked,1
1334,1948,Sep,Swimming,Unprovoked,1
1335,1948,Sep,Swimming,Unprovoked,0
1336,1948,Summer,Underwater photography,Provoked,0
1337,1948,Unknown,Fishing,Unprovoked,0
1338,1948,Unknown,"Fishing, holding fish in right hand",Unprovoked,0
1339,1948,Unknown,Spearfishing,Provoked,0
1340,1949,Apr,Bathing,Unprovoked,0
1341,1949,Apr,Bathing in water 0.9 m deep,Unprovoked,1
1342,1949,Apr,Fishing,Provoked,0
1343,1949,Aug,Swimming,Unprovoked,0
1344,1949,Aug,Swimming,Unprovoked,1
1345,1949,Aug,Swimming,Unprovoked,0
1346,1949,Aug,Swimming near shore,Unprovoked,0
1347,1949,Dec,Lying on the bottom of a 16' dinghy,Unprovoked,0
1348,1949,Dec,"Sea Disaster, sinking of the motorship Wingate",Unprovoked,1
1349,1949,Jan,Lifesaving exhibition,Unprovoked,1
1350,1949,Jan,Surf skiing,Unprovoked,0
1351,1949,Jul,Fishing,Provoked,0
1352,1949,Jul,Floating on his back,Unprovoked,0
1353,1949,Jul,Swimming,Unprovoked,1
1354,1949,July,Swimming,Unprovoked,0
1355,1949,Jun,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",Unprovoked,1
1356,1949,May,Bathing,Unprovoked,0
1357,1949,May,"Examining netted shark, that had been shot",Provoked,0
1358,1949,Nov,Free diving or wading back to shore,Unprovoked,0
1359,1949,Unknown,Spearfishing,Unprovoked,1
1360,1949,Unknown,Swimming ,Unprovoked,1
1361,1949,Unknown,Swimming close to wharf,Unprovoked,0
1362,1950,,Diving,Unprovoked,1
1363,1950,,Diving,Unprovoked,0
1364,1950,,Diving,Unprovoked,0
1365,1950,,"Helmet diving, collecting trochus shell",Unprovoked,0
1366,1950,1949,"Fishing, on a boat",Unprovoked,0
1367,1950,Apr,"Fishing, sitting in stern of small boat, feet dangling in the water",Unprovoked,0
1368,1950,Apr,"Sea Disaster, sinking of the fishing  launch Mavis",Unprovoked,1
1369,1950,Aug,Diving,Unprovoked,0
1370,1950,Aug,Jerked overboard while pole fishing for tuna,Provoked,0
1371,1950,Dec,Paddling a surfboat,Unprovoked,0
1372,1950,Dec,Swimming,Unprovoked,0
1373,1950,Dec,Treading water,Unprovoked,1
1374,1950,Feb,Body surfing,Unprovoked,1
1375,1950,Feb,Spearfishing,Unprovoked,0
1376,1950,Jan,Swimming,Unprovoked,0
1377,1950,Jul,Fishing,Unprovoked,0
1378,1950,Jul,"Goggle-diving for seaweeds, but standing in water",Unprovoked,0
1379,1950,Jul,Swept off deck of S.S.Frontenac enroute from West Indies to US,Unprovoked,0
1380,1950,Jul,Swimming,Unprovoked,1
1381,1950,Jul,Swimming,Unprovoked,0
1382,1950,Jun,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,Unprovoked,1
1383,1950,Jun,Swimming ,Unprovoked,0
1384,1950,Mar,Lifesaving drill,Unprovoked,1
1385,1950,Mar,Wading,Unprovoked,0
1386,1950,May,Fishing on a boat,Unprovoked,0
1387,1950,May,Treading water,Unprovoked,0
1388,1950,Nov,Body surfing,Unprovoked,0
1389,1950,Nov,Diving ,Provoked,0
1390,1950,Nov,Paddling a canoe,Unprovoked,0
1391,1950,Oct,Body surfing / treading water,Unprovoked,0
1392,1950,Oct,Fishing,Unprovoked,0
1393,1950,Summer,Bending over,Unprovoked,1
1394,1950,Summer,Swimming,Unprovoked,1
1395,1950,Unknown,Bathing ,Unprovoked,0
1396,1950,Unknown,Diving for coins,Unprovoked,1
1397,1950,Unknown,Helmet diving,Unprovoked,0
1398,1950,Unknown,Shark fishing,Unprovoked,0
1399,1950,Unknown,Sitting on side of dinghy mending a net,Unprovoked,0
1400,1950,Unknown,Spearfishing,Unprovoked,0
1401,1950,Unknown,"Spearfishing, but walking carrying fish on end of speargun",Unprovoked,0
1402,1950,Unknown,Standing,Unprovoked,0
1403,1951,,Defecating in water beneath the docks,Unprovoked,1
1404,1951,Aug,Bathing,Unprovoked,1
1405,1951,Aug,Diving (Hookah),Unprovoked,0
1406,1951,Aug,Swimming,Unprovoked,0
1407,1951,Aug,Swimming,Unprovoked,1
1408,1951,Dec,Spearfishing,Provoked,0
1409,1951,Dec,Swimming,Unprovoked,1
1410,1951,Dec,Treading water,Unprovoked,1
1411,1951,Feb,Body surfing,Unprovoked,0
1412,1951,Feb,Spearfishing (but treading water on the surface),Unprovoked,0
1413,1951,Feb,Swimming,Unprovoked,0
1414,1951,Jan,Swimming,Unprovoked,1
1415,1951,Jul,Fell overboard,Unprovoked,0
1416,1951,Jun,Spearfishing,Unprovoked,0
1417,1951,Jun,Swept out to sea while fishing,Unprovoked,1
1418,1951,Mar,Body surfing,Unprovoked,0
1419,1951,Mar,Fell off surf ski,Provoked,0
1420,1951,Mar,"Fishing, casting in the surf",Unprovoked,0
1421,1951,May,Free diving,Unprovoked,0
1422,1951,Nov,Fishing,Unprovoked,0
1423,1951,Nov,Shipwrecked; adrift on raft for 2 days & 2 nights,Unprovoked,1
1424,1951,Nov,Swimming,Unprovoked,0
1425,1951,Nov,Treading water,Unprovoked,0
1426,1951,Oct,Swimming,Unprovoked,1
1427,1951,Sep,"Body found on deserted luxury yacht, 38Â Christine",Unprovoked,1
1428,1951,Sep,Fishing for squid,Unprovoked,0
1429,1951,Sep,Swimming,Unprovoked,1
1430,1952,Apr,Fishing for white sharks,Unprovoked,0
1431,1952,Apr,Spearfishing,Provoked,0
1432,1952,Aug,Fishing,Provoked,0
1433,1952,Aug,Fishing,Provoked,1
1434,1952,Aug,Swimming,Unprovoked,1
1435,1952,Dec,Body surfing & treading water,Unprovoked,1
1436,1952,Dec,"Fishing, setting nets",Unprovoked,0
1437,1952,Dec,Lying prone on surfboard,Unprovoked,0
1438,1952,Dec,Swimming from fishing boat setting nets,Unprovoked,1
1439,1952,Jan,"Spearfishing, speared a small shark",Provoked,0
1440,1952,Jan,Surfing,Unprovoked,0
1441,1952,Jul,Boat exploded,Unprovoked,1
1442,1952,Jul,Fishing,Provoked,0
1443,1952,Jul,Fishing,Provoked,0
1444,1952,Jul,Fishing,Provoked,0
1445,1952,Jul,Fishing for trout ,Unprovoked,0
1446,1952,Jul,"Spearfishing, carrying fish on spear",Unprovoked,0
1447,1952,Mar,Went to aid of child being menaced by the shark,Unprovoked,0
1448,1952,May,"Fishing, standing in water next to purse net",Unprovoked,0
1449,1952,May,"Fishing, standing in water washing fish",Unprovoked,0
1450,1952,May,Swimming on surface,Unprovoked,0
1451,1952,Oct,Fishing,Unprovoked,0
1452,1952,Unknown,Spearfishing,Unprovoked,0
1453,1952,Unknown,Spearfishing,Unprovoked,1
1454,1952,Unknown,Spearfishing,Unprovoked,1
1455,1952,Unknown,Swimming,Unprovoked,1
1456,1953,Apr,Swimming,Unprovoked,0
1457,1953,Apr,Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,Unprovoked,0
1458,1953,Dec,Surf skiing,Unprovoked,0
1459,1953,Dec,Swimming,Unprovoked,0
1460,1953,Dec,Swimming,Unprovoked,0
1461,1953,Dec,Swimming or wading out  to warn bathers that a shark had been seen,Unprovoked,0
1462,1953,Feb,Bitten while cutting shark from net,Provoked,0
1463,1953,Feb,Spearfishing,Unprovoked,0
1464,1953,Feb,Spearfishing,Unprovoked,0
1465,1953,Jan,Fishing,Provoked,0
1466,1953,Jan,Fishing,Unprovoked,0
1467,1953,Jul,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,Unprovoked,0
1468,1953,Jul,Fishing for lobsters,Unprovoked,0
1469,1953,Jul,Fishing from market fishboat Sea Spray,Provoked,0
1470,1953,Jul,Retrieving bait box that had fallen overboard,Unprovoked,0
1471,1953,Jul,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew,Unprovoked,0
1472,1953,Jul,Spearfishing,Unprovoked,1
1473,1953,Jul,Standing,Unprovoked,0
1474,1953,Jul,Wading,Unprovoked,1
1475,1953,Jun,Landing hooked shark in boat,Provoked,0
1476,1953,Mar,Adrift on a 4'  raft for 32 days,Unprovoked,1
1477,1953,Mar,Spearfishing,Unprovoked,0
1478,1953,Mar,Spearfishing,Unprovoked,0
1479,1953,Mar,Went over side of boat at trochus ground,Unprovoked,1
1480,1953,Sep,Aircaft exploded,Unprovoked,0
1481,1953,Sep,Crabbing,Unprovoked,0
1482,1953,Sep,Scuba diving,Unprovoked,0
1483,1953,Sep,Surf fishing,Unprovoked,0
1484,1953,Unknown,Spearfishing,Unprovoked,0
1485,1953,Unknown,Standing,Unprovoked,0
1486,1953,Unknown,Washing,Unprovoked,1
1487,1954,1952,"Diving, recovering fish killed by dynamite",Unprovoked,1
1488,1954,Apr,Spearfishing,Provoked,0
1489,1954,Aug,Spearfishing,Provoked,0
1490,1954,Aug,Spearfishing,Provoked,0
1491,1954,Dec,Dived overboard & was swimming near stern of trawler,Unprovoked,1
1492,1954,Dec,Swimming,Unprovoked,1
1493,1954,Dec,Swimming,Unprovoked,0
1494,1954,Dec,Swimming near canoe,Unprovoked,1
1495,1954,Feb,Body boarding,Unprovoked,0
1496,1954,Feb,Swimming,Unprovoked,1
1497,1954,Jan,Crouching in the water,Unprovoked,0
1498,1954,Jan,Floating,Unprovoked,0
1499,1954,Jan,Spearfishing,Unprovoked,0
1500,1954,Jan,Swimming,Unprovoked,0
1501,1954,Jul,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police,Unprovoked,1
1502,1954,Jul,Swimming,Unprovoked,1
1503,1954,Jul,Swimming,Unprovoked,0
1504,1954,Jul,Swimming,Unprovoked,1
1505,1954,Jul,"Tuna fishing, standing on stern platform that was submerged by waves",Unprovoked,0
1506,1954,Jun,Bathing alongside ship,Unprovoked,1
1507,1954,Jun,Grabbed shark & threw it on deck,Provoked,0
1508,1954,Jun,Pearl diving from lugger Whyalla,Unprovoked,0
1509,1954,May,"Fishing / cleaning fish, dived into water to retrieve a lost fish",Unprovoked,1
1510,1954,Nov,Spearfishing,Unprovoked,0
1511,1954,Oct,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",Unprovoked,1
1512,1954,Oct,Fishing  (trawling),Provoked,0
1513,1954,Sep,"Spearfishing, hunting crayfish",Unprovoked,1
1514,1954,Sep,Swimming,Unprovoked,0
1515,1954,Sep,Swimming,Unprovoked,1
1516,1954,Unknown,Fishing,Unprovoked,0
1517,1954,Unknown,Free diving,Unprovoked,1
1518,1954,Unknown,Swimming,Unprovoked,0
1519,1955,Apr,"Fishing from boat, Kaimamla",Unprovoked,0
1520,1955,Apr,Spearfishing,Unprovoked,0
1521,1955,Apr,Spearfishing or fishing,Unprovoked,0
1522,1955,Aug,Fishing,Unprovoked,1
1523,1955,Aug,Fishing,Provoked,0
1524,1955,Aug,Fishing,Unprovoked,0
1525,1955,Aug,Surfing,Provoked,0
1526,1955,Aug,Swimming,Unprovoked,1
1527,1955,Aug,Swimming,Unprovoked,1
1528,1955,Aug,Treading water,Unprovoked,0
1529,1955,Dec,Fishing for pompano,Unprovoked,0
1530,1955,Dec,Ocean racing,Unprovoked,0
1531,1955,Feb,Fishing,Unprovoked,0
1532,1955,Feb,Rowing,Unprovoked,0
1533,1955,Feb,Rowing toward snapper grounds,Unprovoked,0
