,Year,Month,Activity,Type,Fatal
3962,2006,May,Surfing,Unprovoked,0
3963,2006,May,Swimming,Unprovoked,0
3964,2006,May,Tagging sharks,Provoked,0
3965,2006,Nov,Canoeing,Provoked,0
3966,2006,Nov,Sea Disaster,Unprovoked,1
3967,2006,Nov,Swimming,Unprovoked,0
3968,2006,Oct,Fishing,Unprovoked,0
3969,2006,Oct,Free diving / modeling,Unprovoked,0
3970,2006,Oct,Murder,Unprovoked,1
3971,2006,Oct,Playing soccer in the water,Unprovoked,0
3972,2006,Oct,Surfing,Unprovoked,0
3973,2006,Oct,Surfing,Unprovoked,0
3974,2006,Oct,Surfing,Unprovoked,0
3975,2006,Sep,Diving / Kissing the shark,Provoked,0
3976,2006,Sep,Standing,Unprovoked,0
3977,2006,Sep,Surfing,Unprovoked,0
3978,2006,Sep,Surfing,Unprovoked,0
3979,2006,Sep,Surfing,Unprovoked,0
3980,2006,Sep,Surfing,Unprovoked,0
3981,2006,Sep,Swimming,Unprovoked,0
3982,2006,Sep,Swimming,Unprovoked,0
3983,2006,Unknown,Wade-fishing,Unprovoked,0
3984,2007,Apr,Body boarding,Unprovoked,0
3985,2007,Apr,Fishing,Unprovoked,0
3986,2007,Apr,Playing on a sandbar,Unprovoked,0
3987,2007,Apr,Surfing,Unprovoked,0
3988,2007,Apr,Surfing,Unprovoked,0
3989,2007,Apr,Swimming / jumping off a jetty,Unprovoked,0
3990,2007,Aug,Body boarding,Unprovoked,0
3991,2007,Aug,Boogie Boarding,Unprovoked,0
3992,2007,Aug,Diving,Provoked,0
3993,2007,Aug,Fishing,Provoked,0
3994,2007,Aug,Floating near boat & observing bioluminesce,Unprovoked,0
3995,2007,Aug,Jumped into the water,Unprovoked,0
3996,2007,Aug,Playing,Unprovoked,0
3997,2007,Aug,Surfing,Unprovoked,0
3998,2007,Aug,Surfing,Unprovoked,0
3999,2007,Aug,Surfing,Unprovoked,0
4000,2007,Aug,Surfing,Unprovoked,0
4001,2007,Aug,Swimming,Unprovoked,0
4002,2007,Aug,Swimming,Unprovoked,0
4003,2007,Aug,Swimming,Unprovoked,0
4004,2007,Aug,Walking out of the water after surfing,Unprovoked,0
4005,2007,Dec,Removing fish from a trap,Unprovoked,0
4006,2007,Dec,Surfing,Unprovoked,0
4007,2007,Dec,Surfing,Unprovoked,0
4008,2007,Dec,Surfing,Unprovoked,0
4009,2007,Dec,Surfing,Unprovoked,0
4010,2007,Dec,Swimming,Unprovoked,0
4011,2007,Feb,Boogie Boarding,Unprovoked,0
4012,2007,Feb,Spearfishing,Unprovoked,0
4013,2007,Jan,Diving,Unprovoked,0
4014,2007,Jan,Shrimping,Unprovoked,0
4015,2007,Jan,Spearfishing (free diving),Unprovoked,0
4016,2007,Jan,Surfing,Unprovoked,0
4017,2007,Jan,Surfing,Unprovoked,0
4018,2007,Jan,Swimming / Body Surfing,Unprovoked,1
4019,2007,Jul,Body boarding,Unprovoked,0
4020,2007,Jul,Kayak Fishing,Unprovoked,0
4021,2007,Jul,Scuba diving,Provoked,0
4022,2007,Jul,Spearfishing,Unprovoked,0
4023,2007,Jul,Surf paddling,Unprovoked,0
4024,2007,Jul,Surfing,Unprovoked,0
4025,2007,Jul,Surfing,Unprovoked,0
4026,2007,Jul,Surfing,Unprovoked,0
4027,2007,Jul,Swimming,Unprovoked,0
4028,2007,Jul,Wading,Unprovoked,0
4029,2007,Jun,Removing hook from shark,Provoked,0
4030,2007,Jun,Surfing,Unprovoked,0
4031,2007,Jun,Surfing,Unprovoked,0
4032,2007,Jun,Surfing,Unprovoked,0
4033,2007,Jun,Swimming,Unprovoked,0
4034,2007,Jun,Swimming,Unprovoked,0
4035,2007,Mar,Murder,Unprovoked,1
4036,2007,Mar,Shark fishing,Provoked,0
4037,2007,Mar,Spearfishing,Provoked,0
4038,2007,Mar,Surfing,Unprovoked,0
4039,2007,Mar,Surfing,Unprovoked,0
4040,2007,Mar,Surfing,Unprovoked,0
4041,2007,Mar,Surfing,Unprovoked,0
4042,2007,Mar,Swimming,Unprovoked,0
4043,2007,May,Fishing,Provoked,0
4044,2007,May,Reviving a sedated shark,Provoked,0
4045,2007,May,Sea Disaster,Unprovoked,1
4046,2007,May,Shark tagging,Provoked,0
4047,2007,May,Snorkeling,Unprovoked,0
4048,2007,May,Snorkeling,Unprovoked,0
4049,2007,May,Surfing,Unprovoked,0
4050,2007,May,Surfing,Unprovoked,0
4051,2007,May,Swimming,Unprovoked,0
4052,2007,May,Wading,Unprovoked,0
4053,2007,May,Wading,Unprovoked,0
4054,2007,Nov,Fishing,Provoked,0
4055,2007,Nov,Surfing,Unprovoked,0
4056,2007,Nov,Surfing,Unprovoked,0
4057,2007,Nov,Surfing,Unprovoked,0
4058,2007,Nov,Surfing,Unprovoked,0
4059,2007,Nov,Surfing,Unprovoked,0
4060,2007,Oct,Floating,Unprovoked,0
4061,2007,Oct,Spearfishing,Unprovoked,0
4062,2007,Oct,Surf-skiing,Unprovoked,0
4063,2007,Oct,Surfing,Unprovoked,0
4064,2007,Oct,Surfing,Unprovoked,0
4065,2007,Sep,Jumping,Unprovoked,0
4066,2007,Sep,Snorkeling,Unprovoked,0
4067,2007,Sep,Spearfishing,Unprovoked,0
4068,2007,Sep,Spearfishing,Unprovoked,0
4069,2007,Sep,Standing,Unprovoked,0
4070,2007,Sep,Surfing,Unprovoked,0
4071,2007,Sep,Surfing,Unprovoked,0
4072,2007,Sep,Surfing,Unprovoked,0
4073,2007,Sep,Surfing,Unprovoked,0
4074,2007,Sep,Surfing,Unprovoked,0
4075,2007,Sep,Swimming,Unprovoked,1
4076,2007,Sep,Swimming,Unprovoked,0
4077,2007,Sep,Swimming,Unprovoked,0
4078,2007,Sep,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",Unprovoked,1
4079,2007,Sep,Wading,Unprovoked,0
4080,2007,Sep,Wading,Unprovoked,0
4081,2007,Sep,Wading?,Unprovoked,0
4082,2008,Apr,Body boarding,Unprovoked,1
4083,2008,Apr,Spearfishing,Unprovoked,0
4084,2008,Apr,Surfing,Unprovoked,1
4085,2008,Apr,Surfing,Unprovoked,0
4086,2008,Apr,Surfing,Unprovoked,0
4087,2008,Apr,Surfing,Provoked,0
4088,2008,Apr,Surfing,Unprovoked,0
4089,2008,Apr,Surfing,Unprovoked,0
4090,2008,Apr,Surfing,Unprovoked,0
4091,2008,Apr,Swimming,Unprovoked,0
4092,2008,Apr,Swimming,Unprovoked,1
4093,2008,Apr,Walking out of the water after surfing,Unprovoked,0
4094,2008,Aug,Diving,Unprovoked,0
4095,2008,Aug,Fishing,Provoked,0
4096,2008,Aug,Surfing,Unprovoked,0
4097,2008,Aug,Surfing,Unprovoked,0
4098,2008,Aug,Surfing,Unprovoked,0
4099,2008,Aug,Swimming,Unprovoked,0
4100,2008,Aug,"Swimming, towing surfboard",Unprovoked,0
4101,2008,Aug,Treading water,Unprovoked,0
4102,2008,Aug,Wading,Unprovoked,0
4103,2008,Dec,Boogie Boarding,Unprovoked,0
4104,2008,Dec,Fishing,Unprovoked,0
4105,2008,Dec,Fishing,Provoked,0
4106,2008,Dec,Kayaking,Unprovoked,0
4107,2008,Dec,Kayaking,Unprovoked,0
4108,2008,Dec,Snorkeling,Unprovoked,1
4109,2008,Dec,Spearfishing,Unprovoked,1
4110,2008,Dec,Yacht race,Unprovoked,0
4111,2008,Fall,Fishing for snapper,Provoked,0
4112,2008,Feb,Diving,Unprovoked,1
4113,2008,Feb,Spearfishing,Unprovoked,0
4114,2008,Feb,Surf-skiing,Unprovoked,0
4115,2008,Feb,Surfing,Unprovoked,0
4116,2008,Feb,Surfing,Unprovoked,0
4117,2008,Jan,Accidentally stood on hooked shark's tail before attempting to gut it ,Provoked,0
4118,2008,Jan,Attempting to chase shark out to sea,Unprovoked,0
4119,2008,Jan,Surf-skiing,Unprovoked,0
4120,2008,Jan,Surfing,Unprovoked,0
4121,2008,Jul,Diving,Unprovoked,0
4122,2008,Jul,Rowing an inflatable dinghy,Unprovoked,0
4123,2008,Jul,Snorkeling,Unprovoked,0
4124,2008,Jul,Surfing,Unprovoked,0
4125,2008,Jul,Surfing,Unprovoked,0
4126,2008,Jul,Surfing,Provoked,0
4127,2008,Jul,Surfing,Unprovoked,0
4128,2008,Jul,Swimming,Unprovoked,0
4129,2008,Jul,Swimming,Unprovoked,0
4130,2008,Jul,Swimming,Unprovoked,0
4131,2008,Jul,Swimming or surfing,Unprovoked,0
4132,2008,Jul,Wading,Unprovoked,0
4133,2008,Jul,Wading,Unprovoked,0
4134,2008,Jul,Wading,Unprovoked,0
4135,2008,Jun,Body surfing,Unprovoked,0
4136,2008,Jun,Body surfing,Unprovoked,0
4137,2008,Jun,Fishing,Unprovoked,0
4138,2008,Jun,Kayaking,Unprovoked,0
4139,2008,Jun,Playing in the surf,Unprovoked,0
4140,2008,Jun,Spearfishing,Unprovoked,0
4141,2008,Jun,Spearfishing (free diving),Unprovoked,0
4142,2008,Jun,Surf skiing ,Unprovoked,0
4143,2008,Jun,Surfing,Unprovoked,0
4144,2008,Jun,Surfing,Unprovoked,0
4145,2008,Jun,Surfing,Unprovoked,0
4146,2008,Jun,Swimming,Unprovoked,0
4147,2008,Jun,Swimming,Unprovoked,0
4148,2008,Jun,Wading,Unprovoked,0
4149,2008,Mar,Boogie Boarding,Unprovoked,0
4150,2008,Mar,Fishing from surfski,Unprovoked,0
4151,2008,Mar,Jet skiing,Unprovoked,0
4152,2008,Mar,Surfing,Unprovoked,0
4153,2008,Mar,Surfing,Unprovoked,0
4154,2008,Mar,Wading,Unprovoked,0
4155,2008,Mar,Wading,Unprovoked,0
4156,2008,Mar,Walking out of the water after surfing,Unprovoked,0
4157,2008,May,Fishing,Unprovoked,0
4158,2008,May,Fishing,Provoked,0
4159,2008,May,Night diving,Unprovoked,1
4160,2008,May,Sea Disaster,Unprovoked,0
4161,2008,May,Surfing,Unprovoked,0
4162,2008,May,Surfing,Unprovoked,0
4163,2008,May,Surfing,Unprovoked,1
4164,2008,May,Swimming,Unprovoked,0
4165,2008,May,Wading,Unprovoked,0
4166,2008,Nov,Fishing,Unprovoked,0
4167,2008,Nov,Fishing,Unprovoked,1
4168,2008,Nov,Fishing boat swamped in storm,Unprovoked,1
4169,2008,Nov,Scuba diving,Unprovoked,0
4170,2008,Nov,Sinking of the cargo ship Mark Jason,Unprovoked,0
4171,2008,Oct,Fishing,Provoked,0
4172,2008,Oct,Fishing,Unprovoked,0
4173,2008,Oct,Scuba diving,Provoked,0
4174,2008,Oct,Spearfishing,Unprovoked,0
4175,2008,Oct,Spearfishing,Unprovoked,0
4176,2008,Oct,Surfing,Unprovoked,0
4177,2008,Sep,Surfing,Unprovoked,0
4178,2008,Sep,Surfing,Unprovoked,0
4179,2008,Sep,Surfing,Unprovoked,0
4180,2008,Sep,Surfing,Unprovoked,0
4181,2008,Sep,Surfing,Unprovoked,0
4182,2008,Sep,Surfing,Unprovoked,0
4183,2008,Sep,Surfing,Unprovoked,0
4184,2008,Sep,Surfing,Unprovoked,0
4185,2008,Sep,Swimming,Provoked,0
4186,2008,Sep,Swimming,Unprovoked,0
4187,2008,Summer,Surfing,Unprovoked,0
4188,2009,Apr,Spearfishing,Unprovoked,0
4189,2009,Apr,Surf skiing ,Unprovoked,0
4190,2009,Apr,Surfing,Unprovoked,0
4191,2009,Apr,Surfing,Unprovoked,0
4192,2009,Apr,Surfing,Unprovoked,0
4193,2009,Apr,Surfing,Unprovoked,0
4194,2009,Apr,Swimming,Unprovoked,0
4195,2009,Apr,Wading,Unprovoked,0
4196,2009,Aug,Body boarding,Unprovoked,0
4197,2009,Aug,Surfing,Unprovoked,0
4198,2009,Aug,Surfing,Unprovoked,1
4199,2009,Aug,Surfing,Unprovoked,0
4200,2009,Aug,Swimming,Unprovoked,0
4201,2009,Aug,Swimming,Unprovoked,0
4202,2009,Aug,Wade Fishing,Unprovoked,0
4203,2009,Dec,Diving,Provoked,0
4204,2009,Dec,Kayaking,Unprovoked,0
4205,2009,Dec,Paddling on kneeboard,Unprovoked,1
4206,2009,Dec,Rowing,Unprovoked,0
4207,2009,Dec,Spearfishing,Unprovoked,0
4208,2009,Dec,Surfing,Unprovoked,0
4209,2009,Dec,Swimming,Provoked,0
4210,2009,Dec,Swimming,Unprovoked,0
4211,2009,Dec,Swimming to shore from capsized kayak,Unprovoked,1
4212,2009,Dec,Wading,Unprovoked,0
4213,2009,Feb,Air Disaster,Unprovoked,1
4214,2009,Feb,"Diving, but on the surface when bitten by the shark",Unprovoked,0
4215,2009,Feb,Fishing,Unprovoked,0
4216,2009,Feb,Surfing,Unprovoked,0
4217,2009,Feb,Surfing,Unprovoked,0
4218,2009,Feb,Surfing,Unprovoked,0
4219,2009,Feb,Surfing,Unprovoked,0
4220,2009,Jan,Fishing,Provoked,0
4221,2009,Jan,Fishing,Unprovoked,0
4222,2009,Jan,Fishing,Unprovoked,0
4223,2009,Jan,Fishing,Unprovoked,0
4224,2009,Jan,Snorkeling,Unprovoked,0
4225,2009,Jan,Spearfishing,Unprovoked,0
4226,2009,Jan,Spearfishing,Unprovoked,0
4227,2009,Jan,Surfing,Unprovoked,0
4228,2009,Jan,Surfing,Unprovoked,0
4229,2009,Jan,Surfing,Unprovoked,0
4230,2009,Jan,Surfing,Unprovoked,0
4231,2009,Jan,Swimming,Unprovoked,0
4232,2009,Jan,Swimming,Unprovoked,1
4233,2009,Jan,Swimming,Unprovoked,0
4234,2009,Jul,Boogie Boarding,Unprovoked,0
4235,2009,Jul,Paddle-surfing,Unprovoked,0
4236,2009,Jul,Spearfishing,Provoked,0
4237,2009,Jul,Surfing,Unprovoked,0
4238,2009,Jul,Surfing,Unprovoked,0
4239,2009,Jul,Swimming,Unprovoked,0
4240,2009,Jul,Swimming,Unprovoked,0
4241,2009,Jul,Swimming,Unprovoked,0
4242,2009,Jul,Swimming,Unprovoked,0
4243,2009,Jul,Swimming,Provoked,0
4244,2009,Jul,Wading,Unprovoked,0
4245,2009,Jul,Washing his feet,Unprovoked,1
4246,2009,July,Spearfishing,Unprovoked,0
4247,2009,Jun,Fishing for sharks,Provoked,0
4248,2009,Jun,Scuba diving,Unprovoked,0
4249,2009,Jun,Scuba diving,Unprovoked,0
4250,2009,Jun,Snorkeling,Unprovoked,1
4251,2009,Jun,Surfing,Unprovoked,0
4252,2009,Mar,Feeding fish,Unprovoked,0
4253,2009,Mar,Fishing,Provoked,0
4254,2009,Mar,Fishing,Unprovoked,0
4255,2009,Mar,Fishing ,Provoked,0
4256,2009,Mar,Spearfishing,Provoked,0
4257,2009,Mar,Surfing,Unprovoked,1
4258,2009,Mar,Surfing,Unprovoked,0
4259,2009,Mar,Surfing,Unprovoked,0
4260,2009,Mar,Surfing,Unprovoked,0
4261,2009,Mar,Surfing,Unprovoked,0
4262,2009,Mar,Surfing,Unprovoked,1
4263,2009,Mar,Surfing,Unprovoked,0
4264,2009,Mar,Swimming,Unprovoked,0
4265,2009,Mar,Wading,Provoked,0
4266,2009,May,Fishing,Provoked,0
4267,2009,May,Spearfishing,Provoked,0
4268,2009,May,Surfing,Unprovoked,0
4269,2009,May,Surfing,Unprovoked,0
4270,2009,May,Surfing,Unprovoked,0
4271,2009,May,Swimming,Provoked,0
4272,2009,Nov,Fishing,Unprovoked,0
4273,2009,Nov,Kayaking,Unprovoked,0
4274,2009,Nov,Surfing,Unprovoked,0
4275,2009,Nov,Surfing,Unprovoked,0
4276,2009,Nov,Surfing,Unprovoked,0
4277,2009,Nov,Surfing,Unprovoked,0
4278,2009,Nov,Wading,Unprovoked,0
4279,2009,Oct,Diving,Provoked,0
4280,2009,Oct,Diving,Unprovoked,0
4281,2009,Oct,Fishing,Provoked,0
4282,2009,Oct,Kayaking,Unprovoked,0
4283,2009,Oct,Paddle-boarding,Unprovoked,0
4284,2009,Oct,Spearfishing,Unprovoked,0
4285,2009,Oct,Surfing,Unprovoked,0
4286,2009,Oct,Surfing,Unprovoked,0
4287,2009,Oct,Surfing,Unprovoked,0
4288,2009,Oct,Swimming/,Unprovoked,1
4289,2009,Oct,Wading,Unprovoked,0
4290,2009,Sep,Fishing,Provoked,0
4291,2009,Sep,Fishing,Provoked,0
4292,2009,Sep,Swimming,Unprovoked,0
4293,2009,Sep,Swimming,Invalid,1
4294,2009,Sep,"Swimming, attempting to rescue a girl  believed to be drowning",Unprovoked,1
4295,2009,Unknown,Shark tagging,Unprovoked,0
4296,2009,Unknown,Swimming,Unprovoked,0
4297,2010,190Feb,Swimming,Unprovoked,0
4298,2010,Apr,Measuring sharks,Provoked,0
4299,2010,Apr,Surfing,Unprovoked,0
4300,2010,Apr,Surfing,Unprovoked,0
4301,2010,Apr,Swimming / treading water,Unprovoked,0
4302,2010,Aug,Boogie Boarding,Unprovoked,0
4303,2010,Aug,Fishing,Provoked,0
4304,2010,Aug,Kayak Fishing,Unprovoked,0
4305,2010,Aug,Kayaking,Unprovoked,0
4306,2010,Aug,Standing,Unprovoked,0
4307,2010,Aug,Surfing,Unprovoked,1
4308,2010,Aug,Surfing,Unprovoked,0
4309,2010,Aug,Surfing,Unprovoked,0
4310,2010,Aug,Swimming,Unprovoked,0
4311,2010,Aug,Windsurfing,Unprovoked,0
4312,2010,Dec,Body boarding,Unprovoked,0
4313,2010,Dec,Snorkeling,Unprovoked,1
4314,2010,Dec,Snorkeling,Unprovoked,0
4315,2010,Dec,Snorkeling,Unprovoked,0
4316,2010,Dec,Surfing,Unprovoked,0
4317,2010,Dec,Surfing,Unprovoked,0
4318,2010,Dec,Surfing,Unprovoked,0
4319,2010,Feb,Body boarding,Unprovoked,0
4320,2010,Feb,Boogie Boarding,Provoked,0
4321,2010,Feb,Kite Boarding,Unprovoked,1
4322,2010,Feb,Scuba diving,Unprovoked,1
4323,2010,Feb,Snorkeling,Unprovoked,0
4324,2010,Feb,Spearfishing,Provoked,0
4325,2010,Feb,Surf fishing / wading,Provoked,0
4326,2010,Feb,Surfing,Unprovoked,0
4327,2010,Feb,Surfing,Unprovoked,0
4328,2010,Jan,Bathing,Unprovoked,0
4329,2010,Jan,Snorkeling,Unprovoked,0
4330,2010,Jan,Spearfishing,Unprovoked,0
4331,2010,Jan,Standing,Unprovoked,1
4332,2010,Jan,Surfing,Unprovoked,0
4333,2010,Jan,Surfing,Unprovoked,0
4334,2010,Jan,Surfing,Unprovoked,0
4335,2010,Jan,Surfing,Unprovoked,0
4336,2010,Jan,Surfing,Unprovoked,0
4337,2010,Jul,Fishing,Unprovoked,0
4338,2010,Jul,Fishing,Provoked,0
4339,2010,Jul,Fishing,Provoked,0
4340,2010,Jul,Snorkeling,Unprovoked,0
4341,2010,Jul,Stand-Up Paddleboarding,Unprovoked,0
4342,2010,Jul,Standing,Unprovoked,0
4343,2010,Jul,Surfing,Unprovoked,0
4344,2010,Jul,Surfing,Unprovoked,0
4345,2010,Jul,Surfing,Unprovoked,0
4346,2010,Jul,Swimming,Unprovoked,0
4347,2010,Jul,Swimming,Unprovoked,0
4348,2010,Jul,Swimming,Provoked,0
4349,2010,Jun,Boogie Boarding,Unprovoked,0
4350,2010,Jun,Boogie Boarding,Unprovoked,0
4351,2010,Jun,Surfing,Unprovoked,0
4352,2010,Jun,Surfing,Unprovoked,0
4353,2010,Jun,Surfing,Unprovoked,0
4354,2010,Jun,Swimming,Unprovoked,0
4355,2010,Jun,Swimming,Unprovoked,0
4356,2010,Mar,Surfing,Unprovoked,0
4357,2010,May,Fishing,Provoked,0
4358,2010,May,Rescuing,Unprovoked,0
4359,2010,May,Scuba diving,Unprovoked,0
4360,2010,May,Surfing,Unprovoked,0
4361,2010,May,Swimming,Unprovoked,0
4362,2010,May,Wading,Unprovoked,0
4363,2010,Nov,Diving,Unprovoked,1
4364,2010,Nov,Fishing,Unprovoked,0
4365,2010,Nov,Fishing,Unprovoked,0
4366,2010,Nov,Snorkeling,Unprovoked,0
4367,2010,Nov,Snorkeling,Unprovoked,0
4368,2010,Nov,Snorkeling,Provoked,0
4369,2010,Nov,Surfing,Unprovoked,0
4370,2010,Oct,Body boarding,Unprovoked,1
4371,2010,Oct,Fishing,Provoked,0
4372,2010,Oct,Kite Surfing,Unprovoked,0
4373,2010,Oct,Scuba diving,Unprovoked,0
4374,2010,Oct,Snorkeling,Unprovoked,0
4375,2010,Oct,Snorkeling,Unprovoked,0
4376,2010,Oct,Snorkeling,Unprovoked,0
4377,2010,Oct,Spearfishing,Unprovoked,0
4378,2010,Oct,Surfing,Unprovoked,0
4379,2010,Oct,Surfing,Unprovoked,0
4380,2010,Oct,Surfing,Unprovoked,0
4381,2010,Oct,Surfing,Unprovoked,0
4382,2010,Sep,Surfing,Unprovoked,0
4383,2010,Sep,Surfing,Unprovoked,0
4384,2010,Sep,Surfing,Unprovoked,0
4385,2010,Sep,Surfing,Unprovoked,0
4386,2010,Sep,Surfing,Unprovoked,0
4387,2010,Sep,Surfing,Unprovoked,0
4388,2010,Sep,Swimming,Unprovoked,1
4389,2010,Sep,Swimming,Unprovoked,0
4390,2010,Sep,Swimming /  Whale Watching,Unprovoked,0
4391,2011,,Floating ,Unprovoked,0
4392,2011,,Swimming,Unprovoked,0
4393,2011,Apr,Diving,Unprovoked,0
4394,2011,Apr,Spearfishing,Unprovoked,0
4395,2011,Apr,Surfing,Unprovoked,0
4396,2011,Apr,Surfing,Unprovoked,0
4397,2011,Apr,Surfing ,Unprovoked,0
4398,2011,Apr,Washing sand off a speared fish,Unprovoked,0
4399,2011,Aug,Diving,Unprovoked,1
4400,2011,Aug,Playing in the surf,Invalid,0
4401,2011,Aug,"Standing, collecting sea stars",Unprovoked,0
4402,2011,Aug,Surfing,Unprovoked,0
4403,2011,Aug,Surfing,Unprovoked,1
4404,2011,Aug,Surfing,Unprovoked,0
4405,2011,Aug,Swimming,Unprovoked,0
4406,2011,Aug,Swimming,Unprovoked,0
4407,2011,Aug,Swimming or Snorkeling,Unprovoked,1
4408,2011,Aug,Wade Fishing,Unprovoked,0
4409,2011,Aug,Wading,Unprovoked,0
4410,2011,Dec,Canoeing,Provoked,0
4411,2011,Dec,Kayak Fishing,Unprovoked,0
4412,2011,Dec,Surfing,Unprovoked,0
4413,2011,Dec,Surfing,Unprovoked,0
4414,2011,Dec,Surfing,Unprovoked,0
4415,2011,Dec,Surfing,Unprovoked,0
4416,2011,Dec,Surfing,Unprovoked,0
4417,2011,Dec,Surfing,Unprovoked,0
4418,2011,Feb,Diving for abalone,Unprovoked,1
4419,2011,Feb,Fishing,Provoked,0
4420,2011,Feb,Fishing,Provoked,0
4421,2011,Feb,Shark fishing on the Ricardo Astorga,Provoked,0
4422,2011,Feb,Snorkeling,Unprovoked,0
4423,2011,Feb,Spearfishing,Unprovoked,0
4424,2011,Feb,Surf fishing,Unprovoked,0
4425,2011,Feb,Surfing,Unprovoked,0
4426,2011,Jan,Attempting to fix motor,Unprovoked,0
4427,2011,Jan,Fishing,Unprovoked,0
4428,2011,Jan,Scuba diving,Unprovoked,0
4429,2011,Jan,Shark fishing on the Don AgustÃ­n-VI. ,Provoked,0
4430,2011,Jan,Surfing,Unprovoked,1
4431,2011,Jan,Swimming,Unprovoked,0
4432,2011,Jul,Boogie Boarding,Unprovoked,0
4433,2011,Jul,Kayaking,Unprovoked,0
4434,2011,Jul,Kayaking or Wave skiing,Unprovoked,0
4435,2011,Jul,Scuba diving,Unprovoked,0
4436,2011,Jul,Sea disaster,Unprovoked,0
4437,2011,Jul,Surf fishing,Unprovoked,0
4438,2011,Jul,Surfing,Unprovoked,0
4439,2011,Jul,Surfing,Unprovoked,0
4440,2011,Jul,Swimming,Unprovoked,0
4441,2011,Jul,Wade Fishing,Unprovoked,0
4442,2011,Jul,Wade Fishing,Unprovoked,0
4443,2011,Jun,Boogie Boarding,Unprovoked,1
4444,2011,Jun,Fishing,Unprovoked,0
4445,2011,Jun,Jet skiing,Unprovoked,0
4446,2011,Jun,Scuba diving,Unprovoked,0
4447,2011,Jun,Scuba diving,Unprovoked,0
4448,2011,Jun,Snorkeling,Unprovoked,0
4449,2011,Jun,Snorkeling,Unprovoked,0
4450,2011,Jun,Spearfishing,Unprovoked,0
4451,2011,Jun,Spearfishing,Unprovoked,0
4452,2011,Jun,Spearfishing,Unprovoked,0
4453,2011,Jun,Surfing,Unprovoked,0
4454,2011,Jun,Surfing,Unprovoked,0
4455,2011,Jun,Surfing,Unprovoked,1
4456,2011,Jun,Wading,Unprovoked,0
4457,2011,Mar,Diving / fishing,Unprovoked,0
4458,2011,Mar,"Standing, holding shark pup",Provoked,0
4459,2011,Mar,Surfing,Unprovoked,0
4460,2011,Mar,Surfing,Unprovoked,0
4461,2011,Mar,Swimming,Unprovoked,0
4462,2011,Mar,Swimming,Unprovoked,0
4463,2011,Mar,Wakeboarding,Unprovoked,0
4464,2011,May,Body surfing,Unprovoked,0
4465,2011,May,Fishing ,Provoked,0
4466,2011,May,Kite Boarding,Unprovoked,1
4467,2011,May,Paddle boarding,Unprovoked,0
4468,2011,May,Spearfishing,Unprovoked,1
4469,2011,May,Spearfishing,Unprovoked,0
4470,2011,May,Standing or boogie boardin,Unprovoked,0
4471,2011,May,Surfing,Unprovoked,0
4472,2011,May,Surfing,Unprovoked,0
4473,2011,May,Surfing,Unprovoked,0
4474,2011,Nov,Free diving / spearfishing,Unprovoked,0
4475,2011,Nov,Kayaking,Unprovoked,0
4476,2011,Nov,Scuba diving,Unprovoked,0
4477,2011,Nov,Surfing,Unprovoked,0
4478,2011,Nov,Surfing,Unprovoked,0
4479,2011,Nov,Swimming,Unprovoked,0
4480,2011,Oct,Canoeing,Unprovoked,0
4481,2011,Oct,Diving,Provoked,0
4482,2011,Oct,Diving,Unprovoked,1
4483,2011,Oct,Diving,Unprovoked,0
4484,2011,Oct,Surfing,Unprovoked,0
4485,2011,Oct,Surfing,Unprovoked,0
4486,2011,Oct,Surfing,Unprovoked,0
4487,2011,Oct,Surfing,Unprovoked,0
4488,2011,Oct,Surfing,Unprovoked,0
4489,2011,Oct,Swimming,Unprovoked,1
4490,2011,Oct,Wade fishing,Unprovoked,0
4491,2011,Sep,Body boarding,Unprovoked,1
4492,2011,Sep,Body boarding,Unprovoked,1
4493,2011,Sep,Canoeing,Unprovoked,0
4494,2011,Sep,Fishing,Provoked,0
4495,2011,Sep,Jumping in the waves,Unprovoked,0
4496,2011,Sep,Kite Surfing,Unprovoked,0
4497,2011,Sep,Spearfishing,Unprovoked,0
4498,2011,Sep,Surfing,Unprovoked,0
4499,2011,Sep,Surfing,Unprovoked,0
4500,2011,Sep,Surfing,Unprovoked,0
4501,2011,Sep,Surfing,Unprovoked,0
4502,2011,Sep,Swimming,Unprovoked,0
4503,2011,Sep,Swimming,Unprovoked,1
4504,2011,Unknown,Snorkeling,Unprovoked,0
4505,2012,Apr,Body boarding,Unprovoked,1
4506,2012,Apr,Kayaking,Unprovoked,0
4507,2012,Apr,Surfing,Unprovoked,0
4508,2012,Apr,Surfing,Unprovoked,0
4509,2012,Aug,Fishing,Unprovoked,0
4510,2012,Aug,Free diving ,Unprovoked,0
4511,2012,Aug,Shark fishing,Provoked,0
4512,2012,Aug,Spearfishing,Unprovoked,0
4513,2012,Aug,Surfing,Unprovoked,0
4514,2012,Aug,Surfing,Unprovoked,0
4515,2012,Aug,Swimming,Unprovoked,1
4516,2012,Aug,Wading or swimming,Unprovoked,0
4517,2012,Dec,Paddle boarding,Unprovoked,0
4518,2012,Dec,Spearfishing,Unprovoked,0
4519,2012,Dec,Surfing,Unprovoked,0
4520,2012,Dec,Surfing,Unprovoked,0
4521,2012,Dec,Surfing,Unprovoked,0
4522,2012,Dec,Swimming,Unprovoked,0
4523,2012,Dec,Swimming,Unprovoked,1
4524,2012,December,Scuba diving,Unprovoked,0
