,Year,Month,Activity,Type,Fatal
1274,2006,Sep,Diving / Kissing the shark,Provoked,0
1275,2006,Sep,Surfing,Unprovoked,0
1276,2006,Sep,Swimming,Unprovoked,0
1277,2006,Sep,Surfing,Unprovoked,0
1278,2006,Sep,Standing,Unprovoked,0
1279,2006,Sep,Swimming,Unprovoked,0
1280,2006,Sep,Surfing,Unprovoked,0
1281,2006,Aug,Surfing,Unprovoked,0
1282,2006,Aug,Surfing,Unprovoked,0
1283,2006,Aug,Body boarding,Unprovoked,0
1284,2006,Aug,Sea Disaster,Unprovoked,1
1285,2006,Aug,Surfing,Unprovoked,1
1286,2006,Aug,Surfing,Unprovoked,0
1287,2006,Aug,Lifesaving drill,Unprovoked,0
1288,2006,Aug,Wading,Unprovoked,0
1289,2006,Aug,Spearfishing,Unprovoked,0
1290,2006,Jul,Touching sharks,Provoked,0
1291,2006,Jul,Surfing,Unprovoked,0
1292,2006,Jul,Boogie Boarding,Invalid,0
1293,2006,Jul,Surfing,Unprovoked,0
1294,2006,Jul,Surf-skiing,Unprovoked,0
1295,2006,Jul,Surfing,Unprovoked,0
1296,2006,Jul,Surf fishing,Unprovoked,0
1297,2006,Jul,Standing,Unprovoked,0
1298,2006,Jul,Swimming,Unprovoked,0
1299,2006,Jul,Wading,Unprovoked,0
1300,,2006,Walking,Unprovoked,0
1301,2006,Jul,Body boarding,Unprovoked,0
1302,2006,Jul,Swimming,Unprovoked,0
1303,2006,July,Spearfishing,Unprovoked,0
1304,2006,July,Spearfishing,Unprovoked,0
1305,2006,Jun,Body boarding,Unprovoked,0
1306,2006,Jun,Fishing,Provoked,0
1307,2006,Jun,Spearfishing,Unprovoked,0
1308,2006,Jun,Surfing,Unprovoked,0
1309,2006,Jun,Body boarding,Unprovoked,1
1310,2006,Jun,Scuba diving,Unprovoked,0
1311,2006,Jun,Surfing,Unprovoked,0
1312,2006,Jun,Playing,Unprovoked,0
1313,2006,Jun,Surfing,Unprovoked,0
1314,2006,May,Spearfishing,Unprovoked,0
1315,2006,May,Tagging sharks,Provoked,0
1316,2006,May,Surfing,Unprovoked,0
1317,2006,May,Spearfishing,Provoked,0
1318,2006,May,Surfing,Unprovoked,0
1319,2006,May,Scuba diving,Unprovoked,0
1320,2006,May,Swimming,Unprovoked,0
1321,2006,May,Snorkeling,Provoked,0
1322,2006,Apr,Surfing,Unprovoked,0
1323,2006,Apr,Standing,Unprovoked,0
1324,2006,Apr,Fishing,Provoked,0
1325,2006,Apr,Surfing,Unprovoked,0
1326,2006,Apr,Body boarding,Unprovoked,0
1327,2006,Apr,Swimming,Unprovoked,0
1328,2006,Apr,Wading,Unprovoked,0
1329,2006,Mar,Fishing,Unprovoked,1
1330,2006,Mar,Surfing,Unprovoked,0
1331,2006,Mar,Surfing,Unprovoked,0
1332,2006,Mar,Surfing,Unprovoked,0
1333,2006,Feb,Standing,Unprovoked,0
1334,2006,Feb,Wading,Unprovoked,0
1335,2006,Feb,Swimming,Unprovoked,0
1336,2006,Feb,Fishing,Unprovoked,0
1337,2006,Feb,Surfing,Unprovoked,0
1338,2006,Feb,Swimming,Unprovoked,1
1339,2006,Feb,Kayaking,Unprovoked,0
1340,2006,Jan,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1341,2006,Jan,Spearfishing,Unprovoked,0
1342,2006,Jan,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1343,2006,Jan,Night Surfing,Unprovoked,0
1344,2006,Jan,Scuba diving,Unprovoked,0
1345,2006,Jan,Swimming,Unprovoked,1
1346,2006,Jan,Surfing,Unprovoked,0
1347,2006,Jan,Diving for crayfish,Unprovoked,0
1348,2005,Dec,Surfing,Unprovoked,0
1349,2005,Dec,Swimming,Unprovoked,0
1350,2005,Dec,Competing in the Woodvale Atlantic Rowing Race,Unprovoked,0
1351,2005,Dec,Spearfishing,Unprovoked,0
1352,2005,Dec,Fishing,Unprovoked,0
1353,2005,Nov,Surfing,Unprovoked,0
1354,2005,Nov,Surfing,Unprovoked,0
1355,2005,Nov,Fishing,Unprovoked,0
1356,2005,Nov,Surfing,Unprovoked,0
1357,2005,Nov,Surfing,Unprovoked,0
1358,,2005,Spearfishing,Unprovoked,0
1359,2005,Nov,Surfing,Unprovoked,0
1360,2005,Nov,Surfing,Unprovoked,0
1361,2005,Nov,Fishing for sharks,Provoked,0
1362,2005,Nov,Surfing,Unprovoked,0
1363,2005,Nov,Surfing,Unprovoked,0
1364,2005,Nov,Surfing,Unprovoked,0
1365,2005,Oct,Wading,Unprovoked,0
1366,2005,Oct,Standing,Unprovoked,0
1367,2005,Oct,Standing / Surfing,Unprovoked,0
1368,2005,Oct,Surfing,Unprovoked,0
1369,2005,Oct,Surfing,Unprovoked,0
1370,2005,Oct,Wading,Provoked,0
1371,2005,Oct,Surfing,Unprovoked,0
1372,2005,Oct,Scuba diving,Unprovoked,0
1373,2005,Oct,Treading water/ Surfing,Unprovoked,0
1374,2005,Oct,Diving,Unprovoked,0
1375,2005,Oct,Surf-skiing,Unprovoked,0
1376,2005,Sep,Surfing,Unprovoked,0
1377,2005,Sep,Surfing,Unprovoked,0
1378,2005,Sep,Surfing,Unprovoked,0
1379,2005,Sep,Body surfing,Unprovoked,0
1380,2005,Sep,Surfing,Unprovoked,1
1381,2005,Sep,Standing,Unprovoked,0
1382,2005,Sep,Wading,Unprovoked,0
1383,2005,Sep,Surfing,Unprovoked,0
1384,2005,Sep,Standing / Surfing,Unprovoked,0
1385,2005,Sep,Removing shark from net,Provoked,1
1386,2005,Aug,Scuba diving,Unprovoked,1
1387,2005,Aug,Surfing,Unprovoked,0
1388,2005,Aug,Swimming,Unprovoked,0
1389,2005,Aug,Walking,Unprovoked,0
1390,2005,Aug,Surfing,Unprovoked,0
1391,2005,Aug,Swimming,Unprovoked,0
1392,2005,Jul,Wading,Unprovoked,0
1393,2005,Jul,Surfing,Unprovoked,0
1394,2005,Jul,Scuba diving in aquarium tank,Provoked,0
1395,2005,Jul,Swimming,Unprovoked,0
1396,2005,Jul,Holding onto an inflatable boat,Unprovoked,0
1397,2005,Jul,Standing,Unprovoked,0
1398,2005,Jun,Fishing,Unprovoked,0
1399,2005,Jun,Swimming with boogie board,Unprovoked,1
1400,2005,Jun,Swimming,Unprovoked,1
1401,2005,Jun,Surfing,Unprovoked,0
1402,2005,Jun,Swimming,Unprovoked,0
1403,2005,Jun,Diving,Unprovoked,0
1404,2005,Jun,Boogie boarding,Unprovoked,0
1405,2005,Jun,Spearfishing (Free diving),Unprovoked,1
1406,2005,Jun,Wading,Unprovoked,0
1407,2005,May,Swimming,Unprovoked,0
1408,2005,May,Crouching in 2' of water,Unprovoked,0
1409,2005,May,Surfing,Unprovoked,0
1410,2005,May,Spearfishing,Unprovoked,0
1411,2005,May,Kayaking,Unprovoked,0
1412,2005,May,Fishing,Unprovoked,0
1413,2005,May,Sea Disaster,Unprovoked,0
1414,2005,May,Surfing,Unprovoked,0
1415,2005,Apr,Fishing,Provoked,0
1416,2005,Apr,Spearfishing,Unprovoked,0
1417,2005,Apr,Surfing,Unprovoked,0
1418,2005,Apr,Wading,Unprovoked,0
1419,2005,Apr,Surfing,Unprovoked,0
1420,2005,Mar,Surfing,Unprovoked,0
1421,2005,Mar,Surfing,Unprovoked,0
1422,2005,Mar,Surfing,Unprovoked,0
1423,2005,Mar,Snorkeling,Unprovoked,1
1424,2005,Mar,Diving in aquarium display tank,Provoked,0
1425,2005,Mar,Fishing,Provoked,0
1426,2005,Mar,Diving,Unprovoked,0
1427,2005,Feb,Swimming,Unprovoked,0
1428,2005,Feb,Spearfishing,Provoked,0
1429,2005,Feb,Surfing,Unprovoked,0
1430,2005,Feb,Spearfishing,Unprovoked,0
1431,2005,Feb,Surfing,Unprovoked,0
1432,2005,Jan,Swimming,Unprovoked,0
1433,2005,Jan,Spearfishing,Provoked,0
1434,2005,Jan,Attempting to drive shark away from sailing regatta,Provoked,0
1435,2005,Jan,Fishing from a kayak,Unprovoked,0
1436,2004,Dec,Scurfing (surfboard being  towed behind a boat),Unprovoked,1
1437,2004,Dec,Spearfishing,Unprovoked,1
1438,2004,Nov,Surfing,Unprovoked,0
1439,2004,Nov,Playing,Unprovoked,0
1440,2004,Nov,Swimming,Unprovoked,1
1441,2004,Nov,Surfing,Unprovoked,0
1442,2004,Nov,Snorkeling,Unprovoked,0
1443,2004,Nov,Diving,Unprovoked,0
1444,2004,Oct,Diving,Unprovoked,0
1445,2004,Oct,Chumming for white sharks,Unprovoked,0
1446,2004,Oct,Surfing,Unprovoked,0
1447,2004,Oct,Surfing,Unprovoked,0
1448,2004,Oct,Spearfishing,Unprovoked,0
1449,2004,Oct,Surfing,Unprovoked,0
1450,2004,Oct,Body boarding,Unprovoked,0
1451,2004,Oct,Surfing,Unprovoked,0
1452,2004,Oct,Surfing,Unprovoked,0
1453,2004,Sep,Spearfishing/ filming,Unprovoked,0
1454,2004,Sep,Surfing,Unprovoked,0
1455,2004,Sep,Swimming,Unprovoked,1
1456,2004,Sep,Jumping,Unprovoked,0
1457,2004,Aug,Walking,Unprovoked,0
1458,2004,Aug,Bathing,Unprovoked,0
1459,2004,Aug,Surfing,Unprovoked,0
1460,2004,Aug,Diving,Unprovoked,1
1461,2004,Aug,Swimming,Unprovoked,0
1462,2004,Aug,Spearfishing,Unprovoked,0
1463,2004,Aug,Fishing,Unprovoked,0
1464,2004,Jul,Surfing,Unprovoked,0
1465,2004,Jul,Diving & fishing with net,Unprovoked,0
1466,2004,Jul,Surfing,Unprovoked,0
1467,2004,Jul,Swimming,Unprovoked,0
1468,2004,Jul,Swimming,Unprovoked,0
1469,2004,Jul,Wading / fishing & carrying a bag of fish,Unprovoked,0
1470,week,the,Fishing,Unprovoked,0
1471,,2004,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Unprovoked,0
1472,2004,Jul,Surfing,Unprovoked,1
1473,2004,Jul,Snorkeling,Unprovoked,0
1474,2004,Jul,Wading,Unprovoked,0
1475,2004,Jun,Surfing,Unprovoked,0
1476,2004,Jun,In water with diving seabirds,Unprovoked,0
1477,2004,Jun,Body boarding,Unprovoked,0
1478,2004,Jun,Swimming,Unprovoked,0
1479,2004,Jun,"Swimming, poaching perlemoen",Unprovoked,1
1480,2004,May,Wading,Unprovoked,0
1481,2004,May,Swimming,Unprovoked,0
1482,2004,May,Surfing,Unprovoked,0
1483,2004,May,Boogie-boarding / swimming,Unprovoked,0
1484,2004,May,Wading,Unprovoked,0
1485,2004,May,Free diving & spearfishing,Provoked,0
1486,2004,May,Tandem surfing,Unprovoked,0
1487,2004,May,Swimming,Unprovoked,1
1488,2004,Apr,Diving,Unprovoked,0
1489,2004,Apr,Fishing,Unprovoked,0
1490,2004,Apr,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Unprovoked,1
1491,2004,Apr,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Invalid,1
1492,2004,Apr,Surfing,Unprovoked,1
1493,2004,Apr,Surfing,Unprovoked,0
1494,2004,Mar,Surfing,Unprovoked,0
1495,2004,Mar,Body boarding,Unprovoked,0
1496,2004,Mar,Surfing,Unprovoked,0
1497,2004,Mar,Surfing,Unprovoked,0
1498,2004,Mar,Swimming,Unprovoked,0
1499,2004,Mar,Snorkeling,Unprovoked,0
1500,2004,Mar,Spearfishing,Unprovoked,0
1501,2004,Mar,Surfing,Unprovoked,0
1502,2004,Mar,Spearfishing,Unprovoked,0
1503,2004,Feb,Swimming,Unprovoked,1
1504,2004,Feb,Surfing,Unprovoked,0
1505,2004,Feb,Swimming,Unprovoked,0
1506,2004,Feb,Snorkeling,Unprovoked,1
1507,2004,Feb,Snorkeling,Unprovoked,0
1508,2004,Jan,Scuba diving,Unprovoked,0
1509,2004,Jan,Surfing,Unprovoked,0
1510,2004,Jan,Swimming,Unprovoked,0
1511,2004,Jan,Spearfishing,Unprovoked,0
1512,,2004,Surf skiing,Unprovoked,0
1513,2004,Jan,Diving,Unprovoked,0
1514,2004,Jan,Surfing,Unprovoked,0
1515,2004,Jan,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Unprovoked,1
1516,2004,Unknown,Surfing,Unprovoked,0
1517,2003,Dec,Swimming,Unprovoked,0
1518,2003,Dec,Swimming / shipwreck,Unprovoked,1
1519,2003,Dec,Surfing amid a shoal of sharks,Unprovoked,0
1520,2003,Nov,Swimming,Unprovoked,0
1521,2003,Nov,Swimming,Unprovoked,0
1522,2003,Nov,Spearfishing,Unprovoked,1
1523,2003,Nov,Surfing,Unprovoked,0
1524,,2003,Swimming or surfing,Unprovoked,0
1525,2003,Nov,Surfing,Unprovoked,0
1526,2003,Nov,Snorkeling,Unprovoked,0
1527,2003,Nov,Surf skiing,Unprovoked,0
1528,2003,Nov,Standing,Unprovoked,0
1529,2003,Nov,Spearfishing,Provoked,0
1530,2003,Oct,Surfing,Unprovoked,0
1531,2003,Oct,Surfing,Unprovoked,0
1532,2003,Oct,Surfing,Unprovoked,0
1533,2003,Oct,Surfing,Unprovoked,0
1534,2003,Oct,Surfing,Unprovoked,0
1535,2003,Oct,Swimming to shore from boat or kayak,Invalid,1
1536,2003,Oct,Surfing,Unprovoked,0
1537,2003,Oct,Surfing,Unprovoked,0
1538,2003,Oct,Surfing,Provoked,0
1539,2003,Oct,Sitting on surfboard,Unprovoked,0
1540,2003,Oct,Wading near a fishing net,Unprovoked,0
1541,2003,Sep,Wading to shore from his boat,Unprovoked,1
1542,2003,Sep,Surfing,Unprovoked,0
1543,2003,Sep,Surfing,Unprovoked,0
1544,2003,Sep,Surfing,Unprovoked,0
1545,2003,Sep,Surfing,Unprovoked,0
1546,2003,Sep,Surfing,Unprovoked,0
1547,2003,Sep,Fishing ,Unprovoked,0
1548,2003,Sep,Body boarding,Unprovoked,0
1549,2003,Sep,"Standing, stepped on shark",Unprovoked,0
1550,2003,Sep,Body boarding,Unprovoked,1
1551,2003,Sep,Wade-fishing,Unprovoked,0
1552,2003,Aug,Fishing,Provoked,0
1553,2003,Aug,"Swimming, wearing black wetsuit & swim fins",Unprovoked,1
1554,2003,Aug,Sitting on surfboard,Unprovoked,0
1555,2003,Jul,Surf skiing,Unprovoked,0
1556,2003,Jul,Surfing,Unprovoked,0
1557,2003,Jul,Wading,Unprovoked,0
1558,2003,Jul,Spearfishing,Unprovoked,0
1559,2003,Jul,"Walking, carrying surfboard & stepped on shark",Provoked,0
1560,2003,Jul,Surfing,Unprovoked,0
1561,2003,Jul,Spearfishing,Unprovoked,0
1562,2003,Jul,Spearfishing,Unprovoked,0
1563,2003,Jul,Spearfishing,Unprovoked,0
1564,2003,Jul,Snorkeling,Unprovoked,0
1565,2003,Jun,Surfing,Unprovoked,0
1566,2003,Jun,Surfing,Unprovoked,0
1567,2003,Jun,Standing,Unprovoked,0
1568,2003,Jun,Swimming with pod of dolphins,Unprovoked,0
1569,2003,Jun,Swimming,Unprovoked,0
1570,2003,Jun,Surfing ,Unprovoked,0
1571,2003,Jun,Surfing,Unprovoked,0
1572,2003,May,Surfing,Unprovoked,0
1573,2003,May,Wading,Unprovoked,0
1574,2003,May,Swimming,Unprovoked,0
1575,2003,May,Surfing,Provoked,0
1576,2003,May,Walking,Unprovoked,0
1577,2003,Apr,Killing  sharks,Provoked,0
1578,2003,Apr,Swimming ,Unprovoked,0
1579,2003,Apr,Surfing,Unprovoked,0
1580,2003,Apr,Swimming,Unprovoked,0
1581,2003,Apr,Surfing,Unprovoked,0
1582,2003,Apr,Surfing,Unprovoked,0
1583,2003,Apr,Surfing,Unprovoked,0
1584,2003,Apr,Surfing,Unprovoked,0
1585,2003,Apr,Surfing,Unprovoked,0
1586,2003,Apr,Jumping,Unprovoked,0
1587,2003,Apr,Surfing,Unprovoked,0
1588,2003,Apr,Swimming (using a float),Unprovoked,0
1589,2003,Apr,Surfing,Unprovoked,0
1590,2003,Apr,Surfing,Unprovoked,0
1591,2003,Apr,Surfing,Unprovoked,0
1592,2003,Mar,Petting captive sharks,Provoked,0
1593,2003,Feb,Scuba diving,Unprovoked,0
1594,2003,Feb,Wading,Unprovoked,0
1595,2003,Feb,Swimming,Unprovoked,0
1596,2003,Feb,Swimming,Unprovoked,0
1597,2003,Feb,Swimming,Unprovoked,1
1598,2003,Jan,Surfing,Unprovoked,0
1599,2003,Jan,Surfing,Unprovoked,0
1600,2002,Dec,Snorkeling,Unprovoked,0
1601,2002,Dec,Snorkeling,Unprovoked,0
1602,2002,Dec,Scuba diving,Unprovoked,0
1603,2002,Dec,Swimming,Unprovoked,1
1604,2002,Dec,Surfing,Unprovoked,1
1605,2002,Nov,Scuba diving,Unprovoked,0
1606,2002,Nov,Body boarding,Unprovoked,0
1607,2002,Nov,Swimming,Unprovoked,0
1608,2002,Nov,Snorkeling,Unprovoked,0
1609,2002,Nov,Surfing,Unprovoked,0
1610,2002,Nov,Boogie boarding,Unprovoked,0
1611,2002,Nov,"Fishing, standing in 2' of water",Unprovoked,0
1612,2002,Oct,Swimming,Unprovoked,0
1613,2002,Oct,Swimming,Unprovoked,1
1614,2002,Oct,Surfing,Unprovoked,0
1615,2002,Oct,Surfing,Unprovoked,0
1616,2002,Oct,Surfing,Unprovoked,0
1617,2002,Oct,Surfing,Unprovoked,0
1618,2002,Sep,Surfing,Unprovoked,0
1619,2002,Sep,Surfing,Unprovoked,0
1620,2002,Sep,Fishing from Surfboard,Unprovoked,0
1621,2002,Sep,Fishing,Provoked,0
1622,2002,Sep,Swimming,Provoked,0
1623,2002,Sep,Boogie boarding or Surfing,Unprovoked,0
1624,2002,Sep,Surfing,Unprovoked,0
1625,2002,Sep,Swimming,Unprovoked,0
1626,2002,Sep,Body boarding,Unprovoked,0
1627,2002,Sep,Surf skiing,Unprovoked,0
1628,2002,Sep,Boogie boarding,Unprovoked,0
1629,2002,Sep,"Wading, when he stepped on the shark",Provoked,0
1630,2002,Aug,Surfing,Unprovoked,0
1631,2002,Aug,Swimming,Unprovoked,0
1632,2002,Aug,Surfing,Unprovoked,0
1633,2002,Aug,Surfing,Unprovoked,0
1634,2002,Aug,Standing,Unprovoked,0
1635,2002,Aug,Diving,Provoked,0
1636,2002,Aug,Standing,Unprovoked,0
1637,2002,Jul,Surfing,Unprovoked,0
1638,2002,Jul,Swimming,Unprovoked,0
1639,2002,Jul,Surfing,Provoked,0
1640,2002,Jul,Shark Fishing,Provoked,1
1641,2002,Jul,Surfing,Unprovoked,0
1642,2002,Jul,Standing,Unprovoked,0
1643,2002,Jun,Surfing,Unprovoked,0
1644,2002,Jun,Swimming,Unprovoked,0
1645,2002,Jun,Attempting to retreive a dinghy,Unprovoked,1
1646,2002,Jun,Sitting on surfboard,Unprovoked,0
1647,2002,Jun,Surfing,Unprovoked,0
1648,2002,Jun,Surfing,Unprovoked,0
1649,2002,Jun,Swimming,Unprovoked,0
1650,2002,Jun,Snorkeling (filming the sardine run),Unprovoked,0
1651,2002,May,Surfing,Unprovoked,0
1652,2002,May,Floating on a raft,Unprovoked,0
1653,2002,May,"Fishing, removing the shark from his line",Provoked,0
1654,2002,May,Playing in the surf with his 2 dogs,Unprovoked,0
1655,2002,May,Surfing,Unprovoked,0
1656,2002,May,Collecting beche-de-mer,Unprovoked,0
1657,2002,May,Fishing,Unprovoked,0
1658,2002,May,Surfing,Unprovoked,0
1659,2002,May,Fishing from prawn trawler,Provoked,0
1660,2002,Apr,Scallop diving (using surface-supplied air & a POD) ,Unprovoked,1
1661,2002,Apr,"Surfing, but standing in water alongside board",Unprovoked,0
1662,2002,Apr,Surfing,Unprovoked,0
1663,2002,Apr,Swimming,Unprovoked,0
1664,2002,Apr,Standing,Unprovoked,0
1665,2002,Apr,Wading,Unprovoked,0
1666,2002,Apr,Swimming / Wading,Unprovoked,0
1667,2002,Mar,Body-boarding,Unprovoked,0
1668,2002,Mar,Wading,Unprovoked,0
1669,2002,Mar,Swimming,Unprovoked,1
1670,2002,Mar,Swimming /  boogie boarding,Unprovoked,0
1671,2002,Mar,Snorkeling,Unprovoked,0
1672,2002,Mar,Surfing,Unprovoked,0
1673,2002,Feb,Capsized fishing boat,Unprovoked,1
1674,2002,Feb,Surfing,Unprovoked,0
1675,2002,Feb,Kayaking,Unprovoked,0
1676,2002,Jan,Surfing,Unprovoked,0
1677,2002,Jan,Swimming,Unprovoked,0
1678,2002,Jan,Fishing,Unprovoked,0
1679,2002,Jan,Swimming,Unprovoked,1
1680,2002,Jan,Surf skiing,Unprovoked,0
1681,2002,Jan,Snorkeling,Unprovoked,0
1682,2001,Dec,Surfing,Invalid,0
1683,2001,Nov,Surfing,Unprovoked,0
1684,2001,Nov,Surfing,Unprovoked,0
1685,2001,Oct,Kite-Boarding,Unprovoked,0
1686,2001,Oct,Snorkeling,Unprovoked,0
1687,2001,Sep,Body surfing,Unprovoked,0
1688,2001,Sep,"Surfing, fell off surfboard & stepped on the shark.",Provoked,0
1689,2001,Sep,Surfing,Unprovoked,0
1690,2001,Sep,Wreck / Technical diving,Invalid,1
1691,2001,Sep,Boogie boarding,Unprovoked,0
1692,2001,Sep,Surfing,Unprovoked,0
1693,2001,Sep,Diving,Provoked,0
1694,2001,Sep,Fishing,Provoked,0
1695,2001,Sep,Walking in shallows,Unprovoked,0
1696,2001,Sep,Swimming,Invalid,0
1697,2001,Sep,Swimming ,Unprovoked,1
1698,2001,Sep,Swimming,Unprovoked,0
1699,2001,Sep,Wading,Unprovoked,0
1700,2001,Sep,Swimming ,Unprovoked,1
1701,2001,Aug,Spearfishing,Unprovoked,0
1702,2001,Aug,Standing,Unprovoked,0
1703,2001,Aug,Wading,Unprovoked,0
1704,2001,Aug,Boogie Boarding,Unprovoked,0
1705,2001,Aug,Boogie Boarding,Unprovoked,0
1706,2001,Aug,Surfing,Unprovoked,0
1707,2001,Aug,Surfing,Unprovoked,0
1708,2001,Aug,Surfing,Unprovoked,0
1709,2001,Aug,Surfing,Unprovoked,0
1710,2001,Aug,Surfing,Unprovoked,0
1711,2001,Aug,Surfing,Unprovoked,0
1712,2001,Aug,Surfing,Unprovoked,0
1713,2001,Aug,Surfing,Unprovoked,0
1714,2001,Aug,Spearfishing,Unprovoked,0
1715,2001,Aug,Fell off banana boat,Unprovoked,0
1716,2001,Aug,Swimming,Unprovoked,0
1717,2001,Aug,Fishing,Unprovoked,0
1718,2001,Jul,Fishing,Unprovoked,0
1719,2001,Jul,Surfing,Unprovoked,0
1720,2001,Jul,Boogie boarding,Unprovoked,0
1721,2001,Jul,Surfing,Unprovoked,0
1722,2001,Jul,Swimming,Unprovoked,0
1723,2001,Jul,Floating face-down in knee-deep water,Unprovoked,0
1724,2001,Jun,Swimming,Unprovoked,0
1725,2001,Jun,Spearfishing,Provoked,0
1726,2001,Jun,Wading,Unprovoked,0
1727,2001,May,Swimming,Unprovoked,0
1728,2001,May,Swimming,Unprovoked,0
1729,2001,May,Shark fishing,Provoked,0
1730,2001,May,Surfing,Unprovoked,0
1731,2001,May,Surfing,Unprovoked,0
1732,2001,May,Surfing,Unprovoked,0
1733,2001,May,"Spearfishing, carrying his catch",Unprovoked,1
1734,2001,Apr,Boogie boarding,Unprovoked,0
1735,2001,Apr,Surfing,Unprovoked,0
1736,2001,Apr,Surfing,Unprovoked,0
1737,2001,Apr,Surfing,Unprovoked,0
1738,2001,Apr,Surfing,Unprovoked,0
1739,2001,Apr,Body boarding,Unprovoked,0
1740,2001,Apr,Surfing,Unprovoked,0
1741,2001,Apr,Surfing,Unprovoked,0
1742,2001,Apr,Surfing,Unprovoked,0
1743,2001,Apr,Surfing,Unprovoked,0
1744,2001,Apr,Surfing,Unprovoked,0
1745,2001,Apr,Surfing,Unprovoked,0
1746,2001,Apr,Snorkeling,Provoked,0
1747,2001,Apr,Standing alongside surfboard,Unprovoked,0
1748,2001,Ap,Batin,Unprovoked,0
1749,2001,Apr,Surfing,Unprovoked,0
1750,2001,Mar,Body-boarding,Unprovoked,0
1751,2001,Mar,Surfing,Unprovoked,0
1752,2001,Mar,Swimming,Unprovoked,1
1753,2001,Mar,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Unprovoked,1
1754,2001,Feb,Fishing for whiting,Unprovoked,0
1755,2001,Feb,Surfing,Unprovoked,0
1756,2001,Jan,Kayaking,Unprovoked,0
1757,2001,Jan,Swimming,Unprovoked,0
1758,2001,Jan,Fishing,Unprovoked,0
1759,2001,Jan,Surfing,Unprovoked,0
1760,2001,Jan,Kayaking,Unprovoked,0
1761,2000,Dec,Scuba diving,Unprovoked,0
1762,2000,Dec,Swimming back from anchored sailboat,Unprovoked,1
1763,2000,Dec,Fishing for whiting,Unprovoked,0
1764,2000,Dec,Diving for sea urchins,Unprovoked,0
1765,2000,Dec,Spearfishing,Unprovoked,0
1766,2000,Dec,Surfing,Unprovoked,1
1767,2000,Nov,Diving (shell maintenance),Unprovoked,0
1768,2000,Nov,Swimming,Unprovoked,0
1769,2000,Nov,Swimming,Unprovoked,0
1770,2000,Nov,Swimming,Unprovoked,1
1771,2000,Nov,Surfing,Unprovoked,0
1772,2000,Oct,Fishing ,Unprovoked,0
1773,2000,Oct,Surfing,Unprovoked,0
1774,2000,Oct,Swimming / snorkeling,Unprovoked,0
1775,2000,Oct,Swimming,Unprovoked,0
1776,2000,Oct,Surfing,Unprovoked,0
1777,2000,Oct,Surfing,Unprovoked,0
1778,2000,Oct,Body surfing,Unprovoked,0
1779,2000,Oct,Surfing,Unprovoked,0
1780,2000,Sep,Sitting on surfboard,Unprovoked,0
1781,2000,Sep,Surfing,Unprovoked,1
1782,2000,Sep,Surfing,Unprovoked,1
1783,2000,Sep,Fell onto dead shark,Provoked,0
1784,2000,Sep,Surfing,Unprovoked,1
1785,2000,Sep,Standing / surfing,Unprovoked,0
1786,2000,Sep,Surfing,Unprovoked,0
1787,2000,Sep,Swimming / Body surfing,Unprovoked,0
1788,2000,Sep,Swimming,Unprovoked,0
1789,2000,Sep,Free diving,Unprovoked,0
1790,2000,Sep,Swimming,Unprovoked,1
1791,2000,Sep,Wading,Unprovoked,0
1792,2000,Sep,Surfing,Unprovoked,0
1793,2000,Sep,Swimming,Unprovoked,1
1794,2000,Aug,Swimming,Unprovoked,0
1795,2000,Aug,Jumped into the water,Unprovoked,1
1796,2000,Aug,Conducting research,Provoked,0
1797,2000,Aug,Swimming out to porpoises ,Unprovoked,0
1798,2000,Aug,"Windsurfing, but sitting on his board",Unprovoked,0
1799,2000,Aug,Surfing / Wading,Unprovoked,0
1800,2000,Aug,Standing,Unprovoked,0
1801,2000,Aug,Swimming,Unprovoked,1
1802,2000,Jul,Snorkeling,Unprovoked,0
1803,2000,Jul,Surfing,Unprovoked,0
1804,2000,Jul,Surfing,Unprovoked,0
1805,2000,Jul,Surfing,Unprovoked,0
1806,2000,Jul,Surfing,Unprovoked,0
1807,2000,Jul,Surfing,Unprovoked,0
1808,2000,Jul,Scuba diving,Unprovoked,0
1809,2000,Jul,Wading,Unprovoked,0
1810,2000,Jul,Swimming ,Unprovoked,0
1811,2000,Jul,Jumping,Unprovoked,0
1812,2000,Jul,Playing,Unprovoked,0
1813,2000,Jul,Wading,Unprovoked,0
1814,2000,Jul,"Spearfishing, holding mesh bag with speared fish",Unprovoked,0
1815,2000,Jul,Wading,Unprovoked,0
1816,2000,Jul,Standing,Unprovoked,0
1817,2000,Jul,Swimming,Unprovoked,1
1818,2000,Jun,Fishing,Unprovoked,0
1819,2000,Jun,Standing,Unprovoked,0
1820,2000,Jun,Sailing,Unprovoked,0
1821,2000,Jun,Surfing,Unprovoked,0
1822,2000,Jun,Swimming,Unprovoked,0
1823,2000,Jun,Swimming ,Unprovoked,0
