Date,Year,Month,Day,Type,Country,Activity,Sex,Age,Fatal,Species
1915-01-01,1915,1,1,Unprovoked,Australia,Bathing,Male,17,Yes,Unknown
1915-02-06,1915,2,6,Unprovoked,Australia,Swimming,Male,27,No,Unknown
1915-03-29,1915,3,29,Unprovoked,Australia,Others,Male,27,No,Others
1915-08-03,1915,8,3,Unprovoked,Usa,Others,Male,27,No,Unknown
1915-07-06,1915,7,6,Unprovoked,Mexico,Fishing,Male,27,Yes,Unknown
1915-11-08,1915,11,8,Unprovoked,Australia,Bathing,Male,27,No,Unknown
1915-11-10,1915,11,10,Unprovoked,Australia,Bathing,Male,10,No,Unknown
1915-12-09,1915,12,9,Unprovoked,Australia,Diving,Male,27,No,Unknown
1914-06-10,1914,6,10,Unprovoked,Australia,Bathing,Male,43,Yes,Unknown
1914-01-01,1914,1,1,Unprovoked,South Africa,Others,Female,27,Unknown,Unknown
1914-01-17,1914,1,17,Unprovoked,Australia,Wading,Female,27,No,Unknown
1914-02-03,1914,2,3,Unprovoked,Australia,Canoeing,Male,27,No,Unknown
1914-02-09,1914,2,9,Unprovoked,Australia,Wading,Male,27,No,Tiger Shark
1914-03-03,1914,3,3,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1914-03-10,1914,3,10,Sea Disaster,Others,Others,Male,27,Yes,Unknown
1914-05-14,1914,5,14,Provoked,Usa,Fishing,Female,27,No,Others
1914-05-31,1914,5,31,Sea Disaster,New Caledonia,Others,Male,27,Yes,Unknown
1914-12-04,1914,12,4,Unprovoked,Australia,Swimming,Male,27,No,Unknown
1914-06-12,1914,6,12,Boating,Others,Others,Male,27,No,Unknown
1914-07-08,1914,7,8,Provoked,Usa,Fishing,Male,27,No,Unknown
1914-07-15,1914,7,15,Unprovoked,Croatia,Others,Female,27,No,Others
1914-09-09,1914,9,9,Unprovoked,Usa,Swimming,Male,17,Yes,Unknown
1914-09-26,1914,9,26,Unprovoked,Jamaica,Fell Overboard,Male,27,Yes,Others
1914-10-17,1914,10,17,Sea Disaster,Others,Others,Female,27,No,Unknown
1914-07-07,1914,7,7,Unprovoked,Croatia,Others,Male,27,No,Others
1913-03-27,1913,3,27,Unprovoked,Others,Others,Male,27,No,Unknown
1913-07-10,1913,7,10,Unprovoked,Costa Rica,Swimming,Male,27,Yes,Unknown
1913-05-21,1913,5,21,Provoked,Usa,Fishing,Male,27,No,Unknown
1913-05-02,1913,5,2,Provoked,Australia,Others,Male,27,No,Unknown
1913-01-01,1913,1,1,Unprovoked,Australia,Others,Male,27,No,Unknown
1913-01-01,1913,1,1,Unprovoked,Australia,Diving,Male,27,No,Tiger Shark
1913-01-01,1913,1,1,Unprovoked,Reunion,Others,Male,27,Yes,Unknown
1913-01-01,1913,1,1,Unprovoked,Reunion,Swimming,Male,27,Yes,Unknown
1913-07-12,1913,7,12,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1913-09-03,1913,9,3,Provoked,Croatia,Others,Male,27,No,Others
1913-09-21,1913,9,21,Unprovoked,Usa,Others,Male,27,No,Hammer Head Shark
1913-11-21,1913,11,21,Unprovoked,Australia,Swimming,Male,12,No,Unknown
1913-11-27,1913,11,27,Unprovoked,Others,Others,Male,27,Yes,Unknown
1913-12-26,1913,12,26,Sea Disaster,Cuba,Others,Male,27,Yes,Unknown
1913-12-30,1913,12,30,Provoked,Usa,Others,Unknown,27,No,Others
1912-02-22,1912,2,22,Provoked,Australia,Others,Male,27,No,Unknown
1912-01-01,1912,1,1,Unprovoked,Australia,Bathing,Male,27,Yes,Unknown
1912-01-06,1912,1,6,Unprovoked,Australia,Others,Male,27,No,Others
1912-01-13,1912,1,13,Unprovoked,Fiji,Others,Male,7,Yes,Unknown
1912-01-26,1912,1,26,Unprovoked,Australia,Swimming,Male,21,Yes,Others
1912-02-03,1912,2,3,Unprovoked,New Caledonia,Swimming,Male,27,No,Unknown
1912-02-19,1912,2,19,Unprovoked,Australia,Swimming,Male,18,No,Unknown
1912-01-01,1912,1,1,Unprovoked,Spain,Fell Into The Water,Male,27,Yes,White Shark
1912-03-18,1912,3,18,Unprovoked,New Zealand,Swimming,Male,27,No,Unknown
1912-07-06,1912,7,6,Unprovoked,Solomon Islands,Bathing,Male,27,Yes,Unknown
1912-07-23,1912,7,23,Unprovoked,Usa,Swimming,Male,27,No,Others
1912-08-30,1912,8,30,Unprovoked,Usa,Swimming,Male,12,Yes,Unknown
1912-11-30,1912,11,30,Sea Disaster,Philippines,Others,Female,19,Yes,Unknown
1911-07-16,1911,7,16,Provoked,Usa,Fishing,Male,27,No,Unknown
1911-01-01,1911,1,1,Unprovoked,New Zealand,Fishing,Male,50,Yes,Unknown
1911-01-01,1911,1,1,Unprovoked,Usa,Swimming,Male,27,No,Unknown
1911-01-04,1911,1,4,Sea Disaster,Australia,Others,Male,22,No,Unknown
1911-03-29,1911,3,29,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1911-04-08,1911,4,8,Boating,New Zealand,Fishing,Unknown,27,No,Unknown
1911-05-01,1911,5,1,Unprovoked,South Africa,Swimming,Male,27,Yes,Unknown
1911-05-01,1911,5,1,Provoked,Usa,Fishing,Male,27,No,Others
1911-05-09,1911,5,9,Unprovoked,South Africa,Bathing,Male,64,Yes,Unknown
1911-07-31,1911,7,31,Unprovoked,Spain,Bathing,Male,27,Yes,Unknown
1911-09-17,1911,9,17,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1911-09-20,1911,9,20,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1911-09-23,1911,9,23,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1911-10-25,1911,10,25,Unprovoked,Australia,Diving,Male,23,No,Unknown
1911-10-26,1911,10,26,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1910-01-01,1910,1,1,Unprovoked,Philippines,Swimming,Male,27,Unknown,Others
1910-02-16,1910,2,16,Unprovoked,Australia,Others,Male,27,No,Others
1910-03-01,1910,3,1,Invalid,Usa,Others,Male,27,Unknown,Invalid
1910-03-08,1910,3,8,Unprovoked,New Zealand,Swimming,Male,27,No,Others
1910-03-31,1910,3,31,Unprovoked,Panama,Others,Male,27,Yes,Unknown
1910-01-26,1910,1,26,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1910-06-08,1910,6,8,Sea Disaster,Mozambique,Others,Unknown,27,Yes,Unknown
1910-11-24,1910,11,24,Unprovoked,Australia,Bathing,Male,27,No,Blue
1910-11-28,1910,11,28,Provoked,Others,Fishing,Male,27,No,Others
1910-12-23,1910,12,23,Sea Disaster,Australia,Others,Male,27,Yes,Unknown
1910-12-25,1910,12,25,Invalid,Croatia,Others,Male,27,Unknown,Questionable Incident
1910-06-25,1910,6,25,Unprovoked,Mexico,Swimming,Male,27,No,Unknown
1909-06-26,1909,6,26,Unprovoked,Mexico,Bathing,Female,27,Yes,Unknown
1909-01-01,1909,1,1,Unprovoked,Australia,Others,Unknown,27,No,Unknown
1909-01-17,1909,1,17,Invalid,Unknown,Others,Male,36,Unknown,Questionable Incident
1909-03-06,1909,3,6,Sea Disaster,South Africa,Others,Female,27,Yes,Unknown
1909-04-09,1909,4,9,Unprovoked,Others,Others,Male,27,Yes,Unknown
1909-04-10,1909,4,10,Invalid,Usa,Others,Female,19,Unknown,Questionable Incident
1909-04-27,1909,4,27,Provoked,Spain,Fishing,Male,27,No,Unknown
1909-06-18,1909,6,18,Sea Disaster,Australia,Others,Male,27,Yes,Unknown
1909-06-26,1909,6,26,Unprovoked,South Africa,Others,Male,27,Yes,Others
1909-07-15,1909,7,15,Unprovoked,Usa,Swimming,Male,16,No,Unknown
1909-08-13,1909,8,13,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1909-09-04,1909,9,4,Provoked,Usa,Others,Male,27,No,Others
1909-11-14,1909,11,14,Sea Disaster,Indonesia,Others,Unknown,27,Yes,Unknown
1909-12-05,1909,12,5,Provoked,Australia,Fishing,Male,27,No,Others
1909-12-15,1909,12,15,Unprovoked,Australia,Fell Overboard,Male,27,Yes,Unknown
1909-12-26,1909,12,26,Unprovoked,Usa,Others,Male,27,No,Unknown
1909-07-24,1909,7,24,Unprovoked,Usa,Others,Male,27,No,Unknown
1908-07-18,1908,7,18,Invalid,Spain,Others,Unknown,27,Unknown,Questionable Incident
1908-01-08,1908,1,8,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1908-05-10,1908,5,10,Invalid,Usa,Others,Male,27,Unknown,Questionable Incident
1908-05-13,1908,5,13,Sea Disaster,Indonesia,Others,Female,27,Yes,Unknown
1908-06-02,1908,6,2,Sea Disaster,Papua New Guinea,Others,Unknown,27,Yes,Others
1908-06-08,1908,6,8,Sea Disaster,Usa,Others,Male,27,Yes,Unknown
1908-06-18,1908,6,18,Unprovoked,Egypt,Others,Male,27,Yes,Unknown
1908-07-08,1908,7,8,Unprovoked,Croatia,Boating,Female,27,Yes,White Shark
1908-08-28,1908,8,28,Unprovoked,Spain,Others,Male,27,Yes,Unknown
1908-09-21,1908,9,21,Unprovoked,Australia,Others,Male,27,Yes,Others
1908-12-16,1908,12,16,Unprovoked,Mexico,Others,Male,27,Yes,Unknown
1908-12-31,1908,12,31,Unprovoked,South Africa,Swimming,Male,16,Yes,Unknown
1908-09-05,1908,9,5,Unprovoked,Usa,Others,Male,27,No,Unknown
1907-03-26,1907,3,26,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1907-07-14,1907,7,14,Unprovoked,Croatia,Swimming,Female,27,Yes,Unknown
1907-07-04,1907,7,4,Invalid,Australia,Others,Male,27,Unknown,Questionable Incident
1907-01-01,1907,1,1,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1907-04-20,1907,4,20,Unprovoked,Mexico,Bathing,Male,27,No,Unknown
1907-02-05,1907,2,5,Unprovoked,New Zealand,Standing,Male,55,Yes,Unknown
1907-03-07,1907,3,7,Unprovoked,Others,Fishing,Male,27,Yes,White Shark
1907-02-09,1907,2,9,Unprovoked,Philippines,Others,Male,27,No,Unknown
1907-02-03,1907,2,3,Unprovoked,Australia,Bathing,Male,18,Yes,Unknown
1907-08-12,1907,8,12,Unprovoked,Croatia,Swimming,Male,27,Yes,Unknown
1907-01-01,1907,1,1,Unprovoked,Vietnam,Fishing,Male,20,No,Unknown
1907-08-08,1907,8,8,Unprovoked,Usa,Wading,Male,27,No,Unknown
1907-07-01,1907,7,1,Unprovoked,Usa,Others,Male,27,No,Others
1907-08-12,1907,8,12,Unprovoked,Croatia,Swimming,Female,27,Yes,Unknown
1907-09-18,1907,9,18,Invalid,England,Swimming,Male,27,Unknown,Questionable Incident
1907-10-08,1907,10,8,Unprovoked,Usa,Others,Male,27,No,Unknown
1907-10-12,1907,10,12,Invalid,Others,Others,Male,27,Unknown,Invalid
1907-10-14,1907,10,14,Unprovoked,Australia,Bathing,Male,27,No,Unknown
1907-10-18,1907,10,18,Unprovoked,Australia,Bathing,Male,27,Yes,Unknown
1907-12-21,1907,12,21,Unprovoked,Australia,Bathing,Male,27,Yes,Bull Shark
1907-09-11,1907,9,11,Unprovoked,Croatia,Swimming,Female,27,Yes,Unknown
1906-04-14,1906,4,14,Unprovoked,Australia,Others,Male,17,Yes,Unknown
1906-07-05,1906,7,5,Unprovoked,Usa,Swimming,Male,27,Yes,Others
1906-07-01,1906,7,1,Invalid,Mozambique,Others,Male,27,Unknown,Questionable Incident
1906-04-27,1906,4,27,Unprovoked,Indonesia,Others,Male,27,Yes,Unknown
1906-04-16,1906,4,16,Provoked,Australia,Others,Male,27,No,Others
1906-01-20,1906,1,20,Unprovoked,South Africa,Others,Male,30,Yes,Others
1906-04-02,1906,4,2,Invalid,Australia,Others,Male,18,Unknown,Questionable Incident
1906-02-14,1906,2,14,Invalid,New Zealand,Swimming,Male,27,Unknown,Questionable Incident
1906-01-28,1906,1,28,Unprovoked,Australia,Bathing,Male,27,Yes,Unknown
1906-08-20,1906,8,20,Unprovoked,Others,Others,Male,27,No,Unknown
1906-08-04,1906,8,4,Unprovoked,Usa,Fell Overboard,Male,27,Yes,Others
1906-04-10,1906,4,10,Sea Disaster,Indonesia,Others,Male,27,Yes,Unknown
1906-09-01,1906,9,1,Provoked,Usa,Fishing,Male,27,No,Mako Shark
1906-09-27,1906,9,27,Unprovoked,Indonesia,Swimming,Male,27,Yes,Unknown
1906-09-27,1906,9,27,Unprovoked,Indonesia,Swimming,Male,27,No,Unknown
1906-10-10,1906,10,10,Unprovoked,Usa,Swimming,Male,27,Yes,Unknown
1906-10-10,1906,10,10,Unprovoked,Usa,Diving,Male,27,No,Unknown
1906-10-10,1906,10,10,Unprovoked,Usa,Swimming,Male,27,Yes,Unknown
1906-10-10,1906,10,10,Unprovoked,Usa,Others,Male,27,No,Unknown
1906-11-16,1906,11,16,Unprovoked,Jamaica,Fishing,Male,27,No,Unknown
1906-09-05,1906,9,5,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1905-03-26,1905,3,26,Unprovoked,Australia,Bathing,Male,40,No,Others
1905-07-01,1905,7,1,Unprovoked,Usa,Fishing,Male,27,Yes,Unknown
1905-05-22,1905,5,22,Unprovoked,Usa,Swimming,Male,27,No,Unknown
1905-04-06,1905,4,6,Unprovoked,South Africa,Swimming,Male,26,Yes,Unknown
1905-01-01,1905,1,1,Boating,Usa,Others,Unknown,27,No,Others
1905-03-25,1905,3,25,Invalid,Australia,Bathing,Unknown,27,Unknown,Questionable Incident
1905-02-10,1905,2,10,Invalid,Australia,Bathing,Male,23,Unknown,Questionable Incident
1905-01-01,1905,1,1,Invalid,Australia,Bathing,Male,39,Unknown,Invalid
1905-07-02,1905,7,2,Unprovoked,Indonesia,Others,Male,27,Yes,Unknown
1905-08-01,1905,8,1,Unprovoked,Philippines,Bathing,Male,21,No,Unknown
1905-07-29,1905,7,29,Unprovoked,Usa,Wading,Male,16,Yes,Unknown
1905-08-01,1905,8,1,Unprovoked,Usa,Others,Male,27,No,Unknown
1905-08-24,1905,8,24,Invalid,Egypt,Others,Male,27,Unknown,Tiger Shark
1905-09-06,1905,9,6,Provoked,Usa,Fishing,Male,27,No,Unknown
1905-09-29,1905,9,29,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1905-12-31,1905,12,31,Unprovoked,South Africa,Others,Male,27,Yes,Others
1904-01-01,1904,1,1,Unprovoked,Philippines,Bathing,Male,27,No,Unknown
1904-07-01,1904,7,1,Unprovoked,Italy,Swimming,Male,27,Yes,Unknown
1904-01-01,1904,1,1,Invalid,Usa,Others,Male,27,Unknown,Questionable Incident
1904-01-01,1904,1,1,Unprovoked,Others,Swimming,Male,16,Yes,Unknown
1904-01-23,1904,1,23,Unprovoked,New Caledonia,Bathing,Male,27,Yes,Unknown
1904-01-01,1904,1,1,Unprovoked,Usa,Swimming,Male,27,Yes,Unknown
1904-02-04,1904,2,4,Unprovoked,New Zealand,Swimming,Male,30,Yes,Unknown
1904-02-07,1904,2,7,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1904-08-01,1904,8,1,Unprovoked,Cuba,Others,Male,27,Yes,Unknown
1904-07-27,1904,7,27,Unprovoked,Usa,Swimming,Male,27,Yes,Unknown
1904-09-01,1904,9,1,Unprovoked,Cuba,Others,Male,27,Yes,Unknown
1904-10-11,1904,10,11,Unprovoked,Others,Fell Overboard,Male,27,Yes,Unknown
1904-11-02,1904,11,2,Unprovoked,Philippines,Others,Male,27,No,Unknown
1904-07-28,1904,7,28,Unprovoked,Usa,Others,Male,27,No,Unknown
1903-03-20,1903,3,20,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1903-01-01,1903,1,1,Unprovoked,Usa,Fishing,Male,27,Yes,Unknown
1903-01-01,1903,1,1,Unprovoked,Others,Others,Male,27,Yes,Unknown
1903-01-10,1903,1,10,Unprovoked,Australia,Others,Male,27,Yes,Bull Shark
1903-03-12,1903,3,12,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1903-05-04,1903,5,4,Unprovoked,Mexico,Bathing,Male,27,Yes,Unknown
1903-06-21,1903,6,21,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1903-07-01,1903,7,1,Unprovoked,Others,Others,Male,28,No,Unknown
1903-09-16,1903,9,16,Unprovoked,Usa,Fishing,Male,27,No,Others
1903-10-04,1903,10,4,Unprovoked,Cuba,Fell Overboard,Male,27,Yes,Unknown
1902-07-06,1902,7,6,Provoked,Usa,Swimming,Male,27,No,Unknown
1902-01-19,1902,1,19,Unprovoked,Australia,Swimming,Male,16,No,Unknown
1902-01-19,1902,1,19,Invalid,South Africa,Others,Male,27,Unknown,Questionable Incident
1902-01-25,1902,1,25,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1902-02-22,1902,2,22,Provoked,New Zealand,Others,Male,27,No,Unknown
1902-04-01,1902,4,1,Invalid,South Africa,Swimming,Male,27,Unknown,Questionable Incident
1902-06-01,1902,6,1,Unprovoked,Egypt,Others,Male,27,No,Unknown
1902-06-02,1902,6,2,Unprovoked,Philippines,Others,Male,27,No,Unknown
1902-07-15,1902,7,15,Provoked,Italy,Fishing,Male,27,No,Unknown
1902-08-24,1902,8,24,Boating,Croatia,Fishing,Male,27,No,Unknown
1902-08-28,1902,8,28,Unprovoked,Italy,Swimming,Male,27,Yes,Unknown
1902-11-01,1902,11,1,Unprovoked,Usa,Fishing,Male,27,No,Unknown
1902-11-10,1902,11,10,Unprovoked,Australia,Swimming,Male,17,Yes,Unknown
1902-12-22,1902,12,22,Unprovoked,Others,Swimming,Male,30,Yes,Unknown
1902-08-08,1902,8,8,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1901-07-30,1901,7,30,Unprovoked,South Africa,Swimming,Male,29,Yes,White Shark
1901-07-17,1901,7,17,Invalid,Italy,Swimming,Male,20,Unknown,Questionable Incident
1901-01-01,1901,1,1,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1901-01-30,1901,1,30,Unprovoked,Australia,Bathing,Male,27,Yes,Unknown
1901-06-24,1901,6,24,Unprovoked,Philippines,Swimming,Male,27,No,Unknown
1901-06-29,1901,6,29,Invalid,Others,Others,Male,27,Unknown,Questionable Incident
1901-10-01,1901,10,1,Unprovoked,Philippines,Others,Male,27,No,Unknown
1901-09-23,1901,9,23,Unprovoked,Others,Swimming,Male,27,Yes,Others
1901-12-01,1901,12,1,Unprovoked,Australia,Bathing,Male,10,No,Unknown
1900-01-28,1900,1,28,Unprovoked,Australia,Others,Male,27,No,Unknown
1900-07-31,1900,7,31,Unprovoked,Croatia,Swimming,Male,27,Yes,Unknown
1900-07-01,1900,7,1,Provoked,Usa,Others,Unknown,27,No,Unknown
1900-09-05,1900,9,5,Unprovoked,Usa,Floating,Male,27,No,Unknown
1900-01-01,1900,1,1,Unprovoked,Usa,Others,Male,27,No,Unknown
1900-01-01,1900,1,1,Unprovoked,South Africa,Swimming,Male,27,No,Unknown
1900-08-21,1900,8,21,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1900-07-14,1900,7,14,Invalid,Usa,Others,Male,27,Unknown,Questionable Incident
1900-09-13,1900,9,13,Unprovoked,Usa,Diving,Male,27,Unknown,Others
1900-09-15,1900,9,15,Unprovoked,Australia,Swimming,Male,27,No,Unknown
1900-10-27,1900,10,27,Invalid,South Africa,Swimming,Male,27,Unknown,Questionable Incident
1900-11-14,1900,11,14,Unprovoked,South Africa,Swimming,Male,30,Yes,Unknown
1900-12-27,1900,12,27,Unprovoked,Australia,Bathing,Male,27,Yes,Unknown
1899-08-08,1899,8,8,Unprovoked,Egypt,Bathing,Male,19,No,Unknown
1899-01-01,1899,1,1,Boating,Usa,Rowing,Male,27,No,Unknown
1899-01-01,1899,1,1,Unprovoked,South Africa,Others,Male,27,No,Unknown
1899-01-28,1899,1,28,Invalid,Australia,Bathing,Female,13,Unknown,Questionable Incident
1899-05-04,1899,5,4,Unprovoked,Italy,Bathing,Male,27,Yes,Unknown
1899-06-07,1899,6,7,Provoked,Italy,Fishing,Male,27,No,Others
1899-07-08,1899,7,8,Unprovoked,Bahamas,Fell Overboard,Male,27,Yes,Unknown
1899-08-08,1899,8,8,Unprovoked,Egypt,Bathing,Male,13,No,Unknown
1899-01-01,1899,1,1,Unprovoked,Usa,Others,Male,27,No,Others
1899-08-08,1899,8,8,Unprovoked,Egypt,Others,Male,9,No,Unknown
1899-08-23,1899,8,23,Provoked,Usa,Others,Male,27,Yes,Others
1899-09-11,1899,9,11,Unprovoked,Mexico,Swimming,Male,27,Yes,Unknown
1899-10-12,1899,10,12,Unprovoked,Others,Others,Male,27,Yes,Unknown
1899-10-12,1899,10,12,Unprovoked,Others,Diving,Male,27,No,Unknown
1899-10-28,1899,10,28,Boating,Australia,Others,Unknown,27,No,Others
1899-11-20,1899,11,20,Sea Disaster,Philippines,Sea Disaster,Unknown,27,Yes,Unknown
1899-12-18,1899,12,18,Unprovoked,Australia,Fell Into The Water,Male,27,No,Unknown
1899-08-15,1899,8,15,Unprovoked,Usa,Swimming,Male,15,Yes,Others
1898-01-01,1898,1,1,Unprovoked,Cuba,Others,Male,27,Yes,Unknown
1898-01-24,1898,1,24,Unprovoked,Others,Swimming,Male,27,Yes,Unknown
1898-01-01,1898,1,1,Invalid,Others,Others,Male,27,Unknown,Questionable Incident
1898-01-01,1898,1,1,Unprovoked,Usa,Others,Male,15,No,White Shark
1898-01-01,1898,1,1,Unprovoked,Others,Others,Male,27,Yes,Unknown
1898-01-01,1898,1,1,Unprovoked,Jamaica,Others,Female,27,No,Unknown
1898-01-01,1898,1,1,Unprovoked,Cuba,Others,Male,27,Yes,Unknown
1898-01-01,1898,1,1,Unprovoked,Usa,Others,Male,27,No,Unknown
1898-06-22,1898,6,22,Unprovoked,New Caledonia,Others,Male,27,Yes,Unknown
1898-01-01,1898,1,1,Sea Disaster,Usa,Others,Male,27,Yes,Unknown
1898-04-13,1898,4,13,Sea Disaster,Fiji,Others,Male,27,No,Unknown
1898-07-15,1898,7,15,Unprovoked,Others,Others,Male,24,Yes,Unknown
1898-07-01,1898,7,1,Unprovoked,Cuba,Swimming,Male,27,Yes,Unknown
1898-07-14,1898,7,14,Unprovoked,Others,Standing,Male,22,Yes,Unknown
1898-07-26,1898,7,26,Invalid,Australia,Others,Male,27,Unknown,Questionable Incident
1898-08-22,1898,8,22,Unprovoked,Usa,Swimming,Male,27,No,Unknown
1898-09-07,1898,9,7,Unprovoked,Others,Fell Overboard,Male,27,Yes,Unknown
1898-09-19,1898,9,19,Unprovoked,Unknown,Diving,Male,27,No,Unknown
1898-09-19,1898,9,19,Unprovoked,Unknown,Diving,Male,27,No,Unknown
1898-10-28,1898,10,28,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1898-12-28,1898,12,28,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1897-07-21,1897,7,21,Unprovoked,South Africa,Others,Male,27,Yes,Unknown
1897-01-01,1897,1,1,Unprovoked,Egypt,Others,Unknown,27,Unknown,Unknown
1897-01-01,1897,1,1,Unprovoked,New Zealand,Others,Male,27,No,Unknown
1897-03-15,1897,3,15,Unprovoked,Usa,Fishing,Male,27,Yes,Unknown
1897-03-15,1897,3,15,Unprovoked,Unknown,Swimming,Male,27,Yes,Unknown
1897-06-09,1897,6,9,Sea Disaster,Others,Others,Unknown,27,Yes,Unknown
1897-10-15,1897,10,15,Invalid,Mexico,Diving,Male,27,Unknown,Questionable Incident
1897-09-06,1897,9,6,Unprovoked,Usa,Standing,Male,27,No,Unknown
1897-10-05,1897,10,5,Unprovoked,Marshall Islands,Fishing,Unknown,27,Yes,Others
1897-12-04,1897,12,4,Provoked,Usa,Others,Male,27,No,Unknown
1897-09-17,1897,9,17,Provoked,Usa,Fishing,Male,27,No,Others
1896-11-01,1896,11,1,Unprovoked,Australia,Others,Male,27,Yes,Unknown
1896-01-01,1896,1,1,Unprovoked,Others,Wading,Male,15,No,Unknown
1896-01-01,1896,1,1,Unprovoked,Usa,Others,Male,27,Yes,Unknown
1896-01-11,1896,1,11,Unprovoked,Australia,Bathing,Male,11,Yes,Unknown
1896-07-25,1896,7,25,Unprovoked,Usa,Fishing,Male,35,Yes,Unknown
1896-09-11,1896,9,11,Unprovoked,Others,Diving,Male,27,No,Unknown
1896-06-21,1896,6,21,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1896-11-29,1896,11,29,Unprovoked,Australia,Swimming,Male,27,Yes,Unknown
1896-12-17,1896,12,17,Unprovoked,New Zealand,Others,Male,27,Yes,Unknown
1896-12-20,1896,12,20,Unprovoked,New Zealand,Bathing,Male,26,Yes,Unknown
1896-12-23,1896,12,23,Boating,Australia,Fishing,Male,27,No,Others
1806-04-24,1806,4,24,Sea Disaster,Usa,Others,Male,27,Unknown,Unknown
1895-06-03,1895,6,3,Unprovoked,Australia,Pearl Diving,Male,27,Yes,Unknown
1895-01-01,1895,1,1,Boating,Australia,Others,Unknown,27,No,Unknown
1895-02-23,1895,2,23,Unprovoked,Panama,Others,Male,27,Yes,Unknown
1895-02-27,1895,2,27,Unprovoked,Australia,Swimming,Male,14,Yes,Unknown
1895-03-15,1895,3,15,Unprovoked,Australia,Swimming,Male,13,No,Unknown
1895-03-29,1895,3,29,Unprovoked,Indonesia,Swimming,Male,27,Yes,Unknown
1895-04-23,1895,4,23,Unprovoked,New Zealand,Swimming,Male,27,No,Unknown
1895-04-29,1895,4,29,Unprovoked,South Africa,Others,Male,28,Yes,Unknown
1895-05-03,1895,5,3,Unprovoked,New Zealand,Others,Male,27,Yes,Unknown
1895-05-21,1895,5,21,Sea Disaster,Bahamas,Others,Male,27,No,Unknown
1895-09-14,1895,9,14,Unprovoked,Others,Others,Male,27,Yes,Unknown
1895-06-13,1895,6,13,Unprovoked,Unknown,Diving,Male,27,No,Unknown
1895-07-16,1895,7,16,Unprovoked,Japan,Others,Male,27,Yes,Unknown
1895-08-02,1895,8,2,Unprovoked,Usa,Fishing,Male,27,No,Unknown
1895-08-11,1895,8,11,Unprovoked,Usa,Swimming,Male,26,Yes,Unknown
1895-09-01,1895,9,1,Provoked,Usa,Fishing,Unknown,27,No,Others
1895-09-18,1895,9,18,Sea Disaster,Cuba,Others,Male,27,Unknown,Questionable Incident
1895-11-16,1895,11,16,Unprovoked,Australia,Fishing,Male,27,Yes,Unknown
1895-11-21,1895,11,21,Unprovoked,Others,Others,Male,27,No,Unknown
1895-12-09,1895,12,9,Unprovoked,Australia,Bathing,Male,14,Yes,Unknown
1894-08-01,1894,8,1,Unprovoked,Usa,Others,Male,27,No,Unknown
1894-04-28,1894,4,28,Unprovoked,Others,Bathing,Female,27,Yes,Unknown
1894-06-15,1894,6,15,Unprovoked,Mexico,Others,Male,27,Yes,Others
1894-06-15,1894,6,15,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1894-06-25,1894,6,25,Unprovoked,South Africa,Others,Male,27,Yes,Unknown
1894-04-28,1894,4,28,Unprovoked,Others,Bathing,Female,27,Yes,Unknown
1894-07-15,1894,7,15,Unprovoked,Others,Fishing,Male,27,Yes,Others
1894-06-29,1894,6,29,Unprovoked,Usa,Bathing,Male,27,Unknown,Unknown
1894-08-21,1894,8,21,Unprovoked,Usa,Swimming,Female,27,Unknown,Others
1894-09-06,1894,9,6,Unprovoked,Fiji,Others,Female,27,No,Unknown
1894-09-12,1894,9,12,Unprovoked,Usa,Bathing,Male,27,No,Unknown
1894-10-06,1894,10,6,Unprovoked,Usa,Swimming,Male,27,Yes,Unknown
1894-11-28,1894,11,28,Unprovoked,Australia,Bathing,Male,19,No,Others
1894-12-11,1894,12,11,Provoked,Usa,Fishing,Male,27,No,Others
1894-09-01,1894,9,1,Provoked,Usa,Fishing,Male,27,No,Unknown
1893-05-17,1893,5,17,Unprovoked,Cuba,Others,Male,27,Yes,Unknown
